fr,en
":[name=???]:Suis-je bête, forcément que tu l'as vu, puisqu'il semblait vouloir te guider jusqu'ici !",":[name=???]:Sorry, rhetorical question, of course you saw it, as it was guiding you here!"
":[name=Rey]:Je m'appelle Rey, et je suis le Ranger attitré de l'Île !",":[name=Rey]:My name's Rey, I'm the titular Ranger of the Island!"
:[name=Rey]:En d'autres termes : j'aide un peu tout le monde.,:[name=Rey]:In other terms: I help everyone.
:[name=Rey]:Tu me connaissais déjà ?,:[name=Rey]:Did you know me already?
":[name=Rey]:Oh, je vois, SirMalo a dû te parler de moi.",":[name=Rey]:I see, SirMalo talked to you about me, right?"
:[name=Rey]:Tu dois donc être \f[la nouvelle§le nouveau] Maker !,:[name=Rey]:Then you should be the new Maker!
:[name=Rey]:Et j'en déduis donc que tu dois être en train de faire le tour de l'Île pour récolter les Pierres Insolites...,:[name=Rey]:And I deduct that you are doing your tour of the Island to collect the Intriguing Stones...
":[name=Rey]:Bien entendu, j'en ai une sur moi aussi, mais je ne peux pas te la céder comme ça...",":[name=Rey]:Of course, I have one on me, but I can't give it to you like that..."
":[name=Rey]:Oh, je sais !",":[name=Rey]:Oh, I know what to do."
":[name=Rey]:Voilà ce que je te propose : tu attrapes le [POKEMON] et tu me le montres, et je te donne ma Pierre Insolite !",":[name=Rey]:Here's the deal I propose to you: you catch the [POKEMON] and show it to me, and I'll give you my Intriguing Stone!"
":[name=Rey]:Franchement, tu es gagnant\E sur tous les points : tu ajoutes un Pokémon super rare à ton équipe et tu récupères la Pierre.",":[name=Rey]:Honestly, you are winning on every points: you add a super rare Pokémon to your team and you get the Stone."
":[name=Rey]:D'ailleurs, au cas où tu mettrais K.O. la pauvre bestiole sans pouvoir la capturer, viens me voir et je ferai un peu de magie.",":[name=Rey]:Also, in case you were to knock out the poor thing without being able to catch it, come see me and I'll do a bit of magic."
":[name=Rey]:Pour finir, si tu regardes ta \c[5]Carte\c[0], tu pourras facilement savoir où se trouve un Pokémon fuyard.",":[name=Rey]:Finally, if you take a look at the \c[5]Map\c[0], you'll be able to easily see where are the roaming Pokémon."
":[name=Rey]:Il se balade généralement entre les lieux sur lesquels il y a des rencontres, donc celui-ci et quelques uns de la partie ""Systèmes"" de la Tour.",":[name=Rey]:Generally, it likes to hang out around this place and those with encounters in the left wing of the Tower!"
:[name=Rey]:Tu devrais donc pouvoir t'en sortir sans aucun problème !,:[name=Rey]:So you should be able to find it quite easily.
":[name=Rey]:Allez, à la chasse, Maker !",":[name=Rey]:Alright, go hunting, Maker!"
:[name=Rattata]:Krkrkrk ![WAIT 45],:[name=Rattata]:Krkrkrkr![WAIT 45]
C'est moi ou un Pokémon légendaire vient de passer devant moi à l'instant ?!,"Wait, did a legendary Pokémon just flew in front of me just now?!"
Tu le trouves pas trop beau ce gros Pokémon là ?,Don't you think this huge Pokémon is just too cute?
Je viens de me faire frôler par un gros truc !\nlC'est sans doute un Pokémon rare !,I was just grazed by a huge beast!\nlIt's certainly a rare Pokémon!
C'était une embuscade !,I was waiting to ambush you!
"Désolé, j'aurais pas dû, c'était pas sympa...","Sorry, that was a mean thing to do..."
