en,fr,it,de,es,ko,kana
Arceus,Arceus,Arceus,Arceus,Arceus,아르세우스,アルセウス
Arceus,Arceus,Arceus,Arceus,Arceus,아르세우스,アルセウス
Arceus,Arceus,Arceus,Arceus,Arceus,아르세우스,アルセウス
Arceus,Arceus,Arceus,Arceus,Arceus,아르세우스,アルセウス
Arceus,Arceus,Arceus,Arceus,Arceus,아르세우스,アルセウス
Arceus,Arceus,Arceus,Arceus,Arceus,아르세우스,アルセウス
Arceus,Arceus,Arceus,Arceus,Arceus,아르세우스,アルセウス
Arceus,Arceus,Arceus,Arceus,Arceus,아르세우스,アルセウス
Arceus,Arceus,Arceus,Arceus,Arceus,아르세우스,アルセウス
Arceus,Arceus,Arceus,Arceus,Arceus,아르세우스,アルセウス
Arceus,Arceus,Arceus,Arceus,Arceus,아르세우스,アルセウス
Arceus,Arceus,Arceus,Arceus,Arceus,아르세우스,アルセウス
Arceus,Arceus,Arceus,Arceus,Arceus,아르세우스,アルセウス
Arceus,Arceus,Arceus,Arceus,Arceus,아르세우스,アルセウス
Archen,Arkéapti,Archen,Flapteryx,Archen,아켄,アーケン
Archeops,Aéroptéryx,Archeops,Aeropteryx,Archeops,아케오스,アーケオス
Ariados,Migalos,Ariados,Ariados,Ariados,아리아도스,アリアドス
Armaldo,Armaldo,Armaldo,Armaldo,Armaldo,아말도,アーマルド
Aromatisse,Cocotine,Aromatisse,Parfinesse,Aromatisse,프레프티르,フレフワン
Aron,Galekid,Aron,Stollunior,Aron,가보리,ココドラ
Articuno,Artikodin,Articuno,Arktos,Articuno,프리져,フリーザー
Audino,Nanméouïe,Audino,Ohrdoch,Audino,다부니,タブンネ
Audino,Nanméouïe,Audino,Ohrdoch,Audino,다부니,タブンネ
Aurorus,Dragmara,Aurorus,Amagarga,Aurorus,아마루르가,アマルルガ
Avalugg,Séracrawl,Avalugg,Arktilas,Avalugg,크레베이스,クレベース
Axew,Coupenotte,Axew,Milza,Axew,터검니,キバゴ
Azelf,Créfadet,Azelf,Tobutz,Azelf,아그놈,アグノム
Azumarill,Azumarill,Azumarill,Azumarill,Azumarill,마릴리,マリルリ
Azurill,Azurill,Azurill,Azurill,Azurill,루리리,ルリリ
Bagon,Draby,Bagon,Kindwurm,Bagon,아공이,タツベイ
Baltoy,Balbuto,Baltoy,Puppance,Baltoy,오뚝군,ヤジロン
Banette,Branette,Banette,Banette,Banette,다크펫,ジュペッタ
Banette,Branette,Banette,Banette,Banette,다크펫,ジュペッタ
Barbaracle,Golgopathe,Barbaracle,Thanathora,Barbaracle,거북손데스,ガメノデス
Barboach,Barloche,Barboach,Schmerbe,Barboach,미꾸리,ドジョッチ
Basculin,Bargantua,Basculin,Barschuft,Basculin,배쓰나이,バスラオ
Basculin,Bargantua,Basculin,Barschuft,Basculin,배쓰나이,バスラオ
Bastiodon,Bastiodon,Bastiodon,Bollterus,Bastiodon,바리톱스,トリデプス
Bayleef,Macronium,Bayleef,Lorblatt,Bayleef,베이리프,ベイリーフ
Beartic,Polagriffe,Beartic,Siberio,Beartic,툰베어,ツンベアー
Beautifly,Charmillon,Beautifly,Papinella,Beautifly,뷰티플라이,アゲハント
Beedrill,Dardargnan,Beedrill,Bibor,Beedrill,독침붕,スピアー
Beedrill,Dardargnan,Beedrill,Bibor,Beedrill,독침붕,スピアー
Beheeyem,Neitram,Beheeyem,Megalon,Beheeyem,벰크,オーベム
Beldum,Terhal,Beldum,Tanhel,Beldum,메탕,ダンバル
Bellossom,Joliflor,Bellossom,Blubella,Bellossom,아르코,キレイハナ
Bellsprout,Chétiflor,Bellsprout,Knofensa,Bellsprout,모다피,マダツボミ
Bergmite,Grelaçon,Bergmite,Arktip,Bergmite,꽁어름,カチコール
Bewear,Chelours,Bewear,Kosturso,Bewear,이븐곰,キテルグマ
Bibarel,Castorno,Bibarel,Bidifas,Bibarel,비버통,ビーダル
Bidoof,Keunotor,Bidoof,Bidiza,Bidoof,비버니,ビッパ
Binacle,Opermine,Binacle,Bithora,Binacle,거북손손,カメテテ
Bisharp,Scalproie,Bisharp,Caesurio,Bisharp,절각참,キリキザン
Blacephalon,Pierroteknik,Blacephalon,Kopplosio,Blacephalon,두파팡,ズガドーン
Blastoise,Tortank,Blastoise,Turtok,Blastoise,거북왕,カメックス
Blastoise,Tortank,Blastoise,Turtok,Blastoise,거북왕,カメックス
Blaziken,Braségali,Blaziken,Lohgock,Blaziken,번치코,バシャーモ
Blaziken,Braségali,Blaziken,Lohgock,Blaziken,번치코,バシャーモ
Blissey,Leuphorie,Blissey,Heiteira,Blissey,해피너스,ハピナス
Blitzle,Zébibron,Blitzle,Elezeba,Blitzle,줄뮤마,シママ
Boldore,Géolithe,Boldore,Sedimantur,Boldore,암트르,ガントル
Bonsly,Manzaï,Bonsly,Mobai,Bonsly,꼬지지,ウソハチ
Bouffalant,Frison,Bouffalant,Bisofank,Bouffalant,버프론,バッフロン
Bounsweet,Croquine,Bounsweet,Frubberl,Bounsweet,달콤아,アマカジ
Braixen,Roussil,Braixen,Rutena,Braixen,테르나,テールナー
Braviary,Gueriaigle,Braviary,Washakwil,Braviary,워글,ウォーグル
Breloom,Chapignon,Breloom,Kapilz,Breloom,버섯모,キノガッサ
Brionne,Otarlette,Brionne,Marikeck,Brionne,키요공,オシャマリ
Bronzong,Archéodong,Bronzong,Bronzong,Bronzong,동탁군,ドータクン
Bronzor,Archéomire,Bronzor,Bronzel,Bronzor,동미러,ドーミラー
Bruxish,Denticrisse,Bruxish,Knirfish,Bruxish,치갈기,ハギギシリ
Budew,Rozbouton,Budew,Knospi,Budew,꼬몽울,スボミー
Buizel,Mustébouée,Buizel,Bamelin,Buizel,브이젤,ブイゼル
Bulbasaur,Bulbizarre,Bulbasaur,Bisasam,Bulbasaur,이상해씨,フシギダネ
Buneary,Laporeille,Buneary,Haspiror,Buneary,이어롤,ミミロル
Bunnelby,Sapereau,Bunnelby,Scoppel,Bunnelby,파르빗,ホルビー
Burmy,Cheniti,Burmy,Burmy,Burmy,도롱충이,ミノムッチ
Burmy,Cheniti,Burmy,Burmy,Burmy,도롱충이,ミノムッチ
Burmy,Cheniti,Burmy,Burmy,Burmy,도롱충이,ミノムッチ
Burmy,Cheniti,Burmy,Burmy,Burmy,도롱충이,ミノムッチ
Butterfree,Papilusion,Butterfree,Smettbo,Butterfree,버터플,バタフリー
Buzzwole,Mouscoto,Buzzwole,Masskito,Buzzwole,매시붕,マッシブーン
Cacnea,Cacnea,Cacnea,Tuska,Cacnea,선인왕,サボネア
Cacturne,Cacturne,Cacturne,Noktuska,Cacturne,밤선인,ノクタス
Camerupt,Camérupt,Camerupt,Camerupt,Camerupt,폭타,バクーダ
Camerupt,Camérupt,Camerupt,Camerupt,Camerupt,폭타,バクーダ
Carbink,Strassie,Carbink,Rocara,Carbink,멜리시,メレシー
Carnivine,Vortente,Carnivine,Venuflibis,Carnivine,무스틈니,マスキッパ
Carracosta,Mégapagos,Carracosta,Karippas,Carracosta,늑골라,アバゴーラ
Carvanha,Carvanha,Carvanha,Kanivanha,Carvanha,샤프니아,キバニア
Cascoon,Blindalys,Cascoon,Panekon,Cascoon,카스쿤,マユルド
Castform,Morphéo,Castform,Formeo,Castform,캐스퐁,ポワルン
Castform,Morphéo,Castform,Formeo,Castform,캐스퐁,ポワルン
Castform,Morphéo,Castform,Formeo,Castform,캐스퐁,ポワルン
Castform,Morphéo,Castform,Formeo,Castform,캐스퐁,ポワルン
Castform,Morphéo,Castform,Formeo,Castform,캐스퐁,ポワルン
Caterpie,Chenipan,Caterpie,Raupy,Caterpie,캐터피,キャタピー
Celebi,Celebi,Celebi,Celebi,Celebi,세레비,セレビィ
Celesteela,Bamboiselle,Celesteela,Kaguron,Celesteela,철화구야,テッカグヤ
Chandelure,Lugulabre,Chandelure,Skelabra,Chandelure,샹델라,シャンデラ
Chansey,Leveinard,Chansey,Chaneira,Chansey,럭키,ラッキー
Charizard,Dracaufeu,Charizard,Glurak,Charizard,리자몽,リザードン
Charizard,Dracaufeu,Charizard,Glurak,Charizard,리자몽,リザードン
Charizard,Dracaufeu,Charizard,Glurak,Charizard,리자몽,リザードン
Charjabug,Chrysapile,Charjabug,Akkup,Charjabug,전지충이,デンヂムシ
Charmander,Salamèche,Charmander,Glumanda,Charmander,파이리,ヒトカゲ
Charmeleon,Reptincel,Charmeleon,Glutexo,Charmeleon,리자드,リザード
Chatot,Pijako,Chatot,Plaudagei,Chatot,페라페,ペラップ
Cherrim,Ceriflor,Cherrim,Kinoso,Cherrim,체리꼬,チェリム
Cherrim,Ceriflor,Cherrim,Kinoso,Cherrim,체리꼬,チェリム
Cherubi,Ceribou,Cherubi,Kikugi,Cherubi,체리버,チェリンボ
Chesnaught,Blindépique,Chesnaught,Brigaron,Chesnaught,브리가론,ブリガロン
Chespin,Marisson,Chespin,Igamaro,Chespin,도치마론,ハリマロン
Chikorita,Germignon,Chikorita,Endivie,Chikorita,치코리타,チコリータ
Chimchar,Ouisticram,Chimchar,Panflam,Chimchar,불꽃숭이,ヒコザル
Chimecho,Éoko,Chimecho,Palimpalim,Chimecho,치렁,チリーン
Chinchou,Loupio,Chinchou,Lampi,Chinchou,초라기,チョンチー
Chingling,Korillon,Chingling,Klingplim,Chingling,랑딸랑,リーシャン
Cinccino,Pashmilla,Cinccino,Chillabell,Cinccino,치라치노,チラチーノ
Clamperl,Coquiperl,Clamperl,Perlu,Clamperl,진주몽,パールル
Clauncher,Flingouste,Clauncher,Scampisto,Clauncher,완철포,ウデッポウ
Clawitzer,Gamblast,Clawitzer,Wummer,Clawitzer,블로스터,ブロスター
Claydol,Kaorine,Claydol,Lepumentas,Claydol,점토도리,ネンドール
Clefable,Mélodelfe,Clefable,Pixi,Clefable,픽시,ピクシー
Clefairy,Mélofée,Clefairy,Piepi,Clefairy,삐삐,ピッピ
Cleffa,Mélo,Cleffa,Pii,Cleffa,삐,ピィ
Cloyster,Crustabri,Cloyster,Austos,Cloyster,파르셀,パルシェン
Cobalion,Cobaltium,Cobalion,Kobalium,Cobalion,코바르온,コバルオン
Cofagrigus,Tutankafer,Cofagrigus,Echnatoll,Cofagrigus,데스니칸,デスカーン
Combee,Apitrini,Combee,Wadribie,Combee,세꿀버리,ミツハニー
Combusken,Galifeu,Combusken,Jungglut,Combusken,영치코,ワカシャモ
Comfey,Guérilande,Comfey,Curelei,Comfey,큐아링,キュワワー
Conkeldurr,Bétochef,Conkeldurr,Meistagrif,Conkeldurr,노보청,ローブシン
Corphish,Écrapince,Corphish,Krebscorps,Corphish,가재군,ヘイガニ
Corsola,Corayon,Corsola,Corasonn,Corsola,코산호,サニーゴ
Cosmoem,Cosmovum,Cosmoem,Cosmovum,Cosmoem,코스모움,コスモウム
Cosmog,Cosmog,Cosmog,Cosmog,Cosmog,코스모그,コスモッグ
Cottonee,Doudouvet,Cottonee,Waumboll,Cottonee,소미안,モンメン
Crabominable,Crabominable,Crabominable,Krawell,Crabominable,모단단게,ケケンカニ
Crabrawler,Crabagarre,Crabrawler,Krabbox,Crabrawler,오기지게,マケンカニ
Cradily,Vacilys,Cradily,Wielie,Cradily,릴리요,ユレイドル
Cranidos,Kranidos,Cranidos,Koknodon,Cranidos,두개도스,ズガイドス
Crawdaunt,Colhomard,Crawdaunt,Krebutack,Crawdaunt,가재장군,シザリガー
Cresselia,Cresselia,Cresselia,Cresselia,Cresselia,크레세리아,クレセリア
Croagunk,Cradopaud,Croagunk,Glibunkel,Croagunk,삐딱구리,グレッグル
Crobat,Nostenfer,Crobat,Iksbat,Crobat,크로뱃,クロバット
Croconaw,Crocrodil,Croconaw,Tyracroc,Croconaw,엘리게이,アリゲイツ
Crustle,Crabaraque,Crustle,Castellith,Crustle,암팰리스,イワパレス
Cryogonal,Hexagel,Cryogonal,Frigometri,Cryogonal,프리지오,フリージオ
Cubchoo,Polarhume,Cubchoo,Petznief,Cubchoo,코고미,クマシュン
Cubone,Osselait,Cubone,Tragosso,Cubone,탕구리,カラカラ
Cutiefly,Bombydou,Cutiefly,Wommel,Cutiefly,에블리,アブリー
Cyndaquil,Héricendre,Cyndaquil,Feurigel,Cyndaquil,브케인,ヒノアラシ
Darkrai,Darkrai,Darkrai,Darkrai,Darkrai,다크라이,ダークライ
Darmanitan,Darumacho,Darmanitan,Flampivian,Darmanitan,불비달마,ヒヒダルマ
Darmanitan,Darumacho,Darmanitan,Flampivian,Darmanitan,불비달마,ヒヒダルマ
Darmanitan,Darumacho,Darmanitan,Flampivian,Darmanitan,불비달마,ヒヒダルマ
Dartrix,Efflèche,Dartrix,Arboretoss,Dartrix,빼미스로우,フクスロー
Darumaka,Darumarond,Darumaka,Flampion,Darumaka,달막화,ダルマッカ
Decidueye,Archéduc,Decidueye,Silvarro,Decidueye,모크나이퍼,ジュナイパー
Dedenne,Dedenne,Dedenne,Dedenne,Dedenne,데덴네,デデンネ
Deerling,Vivaldaim,Deerling,Sesokitz,Deerling,사철록,シキジカ
Deerling,Vivaldaim,Deerling,Sesokitz,Deerling,사철록,シキジカ
Deerling,Vivaldaim,Deerling,Sesokitz,Deerling,사철록,シキジカ
Deerling,Vivaldaim,Deerling,Sesokitz,Deerling,사철록,シキジカ
Deino,Solochi,Deino,Kapuno,Deino,모노두,モノズ
Delcatty,Delcatty,Delcatty,Enekoro,Delcatty,델케티,エネコロロ
Delibird,Cadoizo,Delibird,Botogel,Delibird,딜리버드,デリバード
Delphox,Goupelin,Delphox,Fennexis,Delphox,마폭시,マフォクシー
Deoxys,Deoxys,Deoxys,Deoxys,Deoxys,테오키스,デオキシス
Deoxys,Deoxys,Deoxys,Deoxys,Deoxys,테오키스,デオキシス
Deoxys,Deoxys,Deoxys,Deoxys,Deoxys,테오키스,デオキシス
Deoxys,Deoxys,Deoxys,Deoxys,Deoxys,테오키스,デオキシス
Dewgong,Lamantine,Dewgong,Jugong,Dewgong,쥬레곤,ジュゴン
Dewott,Mateloutre,Dewott,Zwottronin,Dewott,쌍검자비,フタチマル
Dewpider,Araqua,Dewpider,Araqua,Dewpider,물거미,シズクモ
Dhelmise,Sinistrail,Dhelmise,Moruda,Dhelmise,타타륜,ダダリン
Dialga,Dialga,Dialga,Dialga,Dialga,디아루가,ディアルガ
Diancie,Diancie,Diancie,Diancie,Diancie,디안시,ディアンシー
Diancie,Diancie,Diancie,Diancie,Diancie,디안시,ディアンシー
Diggersby,Excavarenne,Diggersby,Grebbit,Diggersby,파르토,ホルード
Diglett,Taupiqueur,Diglett,Digda,Diglett,디그다,ディグダ
Diglett,Taupiqueur,Diglett,Digda,Diglett,디그다,ディグダ
Ditto,Métamorph,Ditto,Ditto,Ditto,메타몽,メタモン
Dodrio,Dodrio,Dodrio,Dodri,Dodrio,두트리오,ドードリオ
Doduo,Doduo,Doduo,Dodu,Doduo,두두,ドードー
Donphan,Donphan,Donphan,Donphan,Donphan,코리갑,ドンファン
Doublade,Dimoclès,Doublade,Duokles,Doublade,쌍검킬,ニダンギル
Dragalge,Kravarech,Dragalge,Tandrak,Dragalge,드래캄,ドラミドロ
Dragonair,Draco,Dragonair,Dragonir,Dragonair,신뇽,ハクリュー
Dragonite,Dracolosse,Dragonite,Dragoran,Dragonite,망나뇽,カイリュー
Drampa,Draïeul,Drampa,Sen-Long,Drampa,할비롱,ジジーロン
Drapion,Drascore,Drapion,Piondragi,Drapion,드래피온,ドラピオン
Dratini,Minidraco,Dratini,Dratini,Dratini,미뇽,ミニリュウ
Drifblim,Grodrive,Drifblim,Drifzepeli,Drifblim,둥실라이드,フワライド
Drifloon,Baudrive,Drifloon,Driftlon,Drifloon,흔들풍손,フワンテ
Drilbur,Rototaupe,Drilbur,Rotomurf,Drilbur,두더류,モグリュー
Drilbur,Rototaupe,Drilbur,Rotomurf,Drilbur,두더류,モグリュー
Drowzee,Soporifik,Drowzee,Traumato,Drowzee,슬리프,スリープ
Druddigon,Drakkarmin,Druddigon,Shardrago,Druddigon,크리만,クリムガン
Ducklett,Couaneton,Ducklett,Piccolente,Ducklett,꼬지보리,コアルヒー
Dugtrio,Triopikeur,Dugtrio,Digdri,Dugtrio,닥트리오,ダグトリオ
Dugtrio,Triopikeur,Dugtrio,Digdri,Dugtrio,닥트리오,ダグトリオ
Dunsparce,Insolourdo,Dunsparce,Dummisel,Dunsparce,노고치,ノコッチ
Duosion,Méios,Duosion,Mitodos,Duosion,듀란,ダブラン
Durant,Fermite,Durant,Fermicula,Durant,아이앤트,アイアント
Dusclops,Téraclope,Dusclops,Zwirrklop,Dusclops,미라몽,サマヨール
Dusknoir,Noctunoir,Dusknoir,Zwirrfinst,Dusknoir,야느와르몽,ヨノワール
Duskull,Skelénox,Duskull,Zwirrlicht,Duskull,해골몽,ヨマワル
Dustox,Papinox,Dustox,Pudox,Dustox,독케일,ドクケイル
Dwebble,Crabicoque,Dwebble,Lithomith,Dwebble,돌살이,イシズマイ
Eelektrik,Lampéroie,Eelektrik,Zapplalek,Eelektrik,저리릴,シビビール
Eelektross,Ohmassacre,Eelektross,Zapplarang,Eelektross,저리더프,シビルドン
Eevee,Évoli,Eevee,Evoli,Eevee,이브이,イーブイ
Ekans,Abo,Ekans,Rettan,Ekans,아보,アーボ
Electabuzz,Élektek,Electabuzz,Elektek,Electabuzz,에레브,エレブー
Electivire,Élekable,Electivire,Elevoltek,Electivire,에레키블,エレキブル
Electrike,Dynavolt,Electrike,Frizelbliz,Electrike,썬더라이,ラクライ
Electrode,Électrode,Electrode,Lektrobal,Electrode,붐볼,マルマイン
Elekid,Élekid,Elekid,Elekid,Elekid,에레키드,エレキッド
Elgyem,Lewsor,Elgyem,Pygraulon,Elgyem,리그레,リグレー
Emboar,Roitiflam,Emboar,Flambirex,Emboar,염무왕,エンブオー
Emolga,Emolga,Emolga,Emolga,Emolga,에몽가,エモンガ
Empoleon,Pingoléon,Empoleon,Impoleon,Empoleon,엠페르트,エンペルト
Entei,Entei,Entei,Entei,Entei,앤테이,エンテイ
Escavalier,Lançargot,Escavalier,Cavalanzas,Escavalier,슈바르고,シュバルゴ
Espeon,Mentali,Espeon,Psiana,Espeon,에브이,エーフィ
Espurr,Psystigri,Espurr,Psiau,Espurr,냐스퍼,ニャスパー
Excadrill,Minotaupe,Excadrill,Stalobor,Excadrill,몰드류,ドリュウズ
Exeggcute,Noeunoeuf,Exeggcute,Owei,Exeggcute,아라리,タマタマ
Exeggcute,Noeunoeuf,Exeggcute,Owei,Exeggcute,아라리,タマタマ
Exeggcute,Noeunoeuf,Exeggcute,Owei,Exeggcute,아라리,タマタマ
Exeggutor,Noadkoko,Exeggutor,Kokowei,Exeggutor,나시,ナッシー
Exeggutor,Noadkoko,Exeggutor,Kokowei,Exeggutor,나시,ナッシー
Exploud,Brouhabam,Exploud,Krawumms,Exploud,폭음룡,バクオング
Farfetch’d,Canarticho,Farfetch’d,Porenta,Farfetch’d,파오리,カモネギ
Fearow,Rapasdepic,Fearow,Ibitak,Fearow,깨비드릴조,オニドリル
Feebas,Barpau,Feebas,Barschwa,Feebas,빈티나,ヒンバス
Fennekin,Feunnec,Fennekin,Fynx,Fennekin,푸호꼬,フォッコ
Feraligatr,Aligatueur,Feraligatr,Impergator,Feraligatr,장크로다일,オーダイル
Ferroseed,Grindur,Ferroseed,Kastadur,Ferroseed,철시드,テッシード
Ferrothorn,Noacier,Ferrothorn,Tentantel,Ferrothorn,너트령,ナットレイ
Finneon,Écayon,Finneon,Finneon,Finneon,형광어,ケイコウオ
Flaaffy,Lainergie,Flaaffy,Waaty,Flaaffy,보송송,モココ
Flabébé,Flabébé,Flabébé,Flabébé,Flabébé,플라베베,フラベベ
Flabébé,Flabébé,Flabébé,Flabébé,Flabébé,플라베베,フラベベ
Flabébé,Flabébé,Flabébé,Flabébé,Flabébé,플라베베,フラベベ
Flabébé,Flabébé,Flabébé,Flabébé,Flabébé,플라베베,フラベベ
Flabébé,Flabébé,Flabébé,Flabébé,Flabébé,플라베베,フラベベ
Flareon,Pyroli,Flareon,Flamara,Flareon,부스터,ブースター
Fletchinder,Braisillon,Fletchinder,Dartignis,Fletchinder,불화살빈,ヒノヤコマ
Fletchling,Passerouge,Fletchling,Dartiri,Fletchling,화살꼬빈,ヤヤコマ
Floatzel,Mustéflott,Floatzel,Bojelin,Floatzel,플로젤,フローゼル
Floette,Floette,Floette,Floette,Floette,플라엣테,フラエッテ
Floette,Floette,Floette,Floette,Floette,플라엣테,フラエッテ
Floette,Floette,Floette,Floette,Floette,플라엣테,フラエッテ
Floette,Floette,Floette,Floette,Floette,플라엣테,フラエッテ
Floette,Floette,Floette,Floette,Floette,플라엣테,フラエッテ
Florges,Florges,Florges,Florges,Florges,플라제스,フラージェス
Florges,Florges,Florges,Florges,Florges,플라제스,フラージェス
Florges,Florges,Florges,Florges,Florges,플라제스,フラージェス
Florges,Florges,Florges,Florges,Florges,플라제스,フラージェス
Florges,Florges,Florges,Florges,Florges,플라제스,フラージェス
Flygon,Libégon,Flygon,Libelldra,Flygon,플라이곤,フライゴン
Fomantis,Mimantis,Fomantis,Imantis,Fomantis,짜랑랑,カリキリ
Foongus,Trompignon,Foongus,Tarnpignon,Foongus,깜놀버슬,タマゲタケ
Forretress,Foretress,Forretress,Forstellka,Forretress,쏘콘,フォレトス
Fraxure,Incisache,Fraxure,Sharfax,Fraxure,액슨도,オノンド
Frillish,Viskuse,Frillish,Quabbel,Frillish,탱그릴,プルリル
Froakie,Grenousse,Froakie,Froxy,Froakie,개구마르,ケロマツ
Frogadier,Croâporal,Frogadier,Amphizel,Frogadier,개굴반장,ゲコガシラ
Froslass,Momartik,Froslass,Frosdedje,Froslass,눈여아,ユキメノコ
Furfrou,Couafarel,Furfrou,Coiffwaff,Furfrou,트리미앙,トリミアン
Furfrou,Couafarel,Furfrou,Coiffwaff,Furfrou,트리미앙,トリミアン
Furfrou,Couafarel,Furfrou,Coiffwaff,Furfrou,트리미앙,トリミアン
Furfrou,Couafarel,Furfrou,Coiffwaff,Furfrou,트리미앙,トリミアン
Furfrou,Couafarel,Furfrou,Coiffwaff,Furfrou,트리미앙,トリミアン
Furfrou,Couafarel,Furfrou,Coiffwaff,Furfrou,트리미앙,トリミアン
Furfrou,Couafarel,Furfrou,Coiffwaff,Furfrou,트리미앙,トリミアン
Furfrou,Couafarel,Furfrou,Coiffwaff,Furfrou,트리미앙,トリミアン
Furfrou,Couafarel,Furfrou,Coiffwaff,Furfrou,트리미앙,トリミアン
Furfrou,Couafarel,Furfrou,Coiffwaff,Furfrou,트리미앙,トリミアン
Furret,Fouinar,Furret,Wiesenior,Furret,다꼬리,オオタチ
Gabite,Carmache,Gabite,Knarksel,Gabite,한바이트,ガバイト
Gallade,Gallame,Gallade,Galagladi,Gallade,엘레이드,エルレイド
Gallade,Gallame,Gallade,Galagladi,Gallade,엘레이드,エルレイド
Galvantula,Mygavolt,Galvantula,Voltula,Galvantula,전툴라,デンチュラ
Garbodor,Miasmax,Garbodor,Deponitox,Garbodor,더스트나,ダストダス
Garbodor,Miasmax,Garbodor,Deponitox,Garbodor,더스트나,ダストダス
Garbodor,Miasmax,Garbodor,Deponitox,Garbodor,더스트나,ダストダス
Garbodor,Miasmax,Garbodor,Deponitox,Garbodor,더스트나,ダストダス
Garchomp,Carchacrok,Garchomp,Knakrack,Garchomp,한카리아스,ガブリアス
Garchomp,Carchacrok,Garchomp,Knakrack,Garchomp,한카리아스,ガブリアス
Gardevoir,Gardevoir,Gardevoir,Guardevoir,Gardevoir,가디안,サーナイト
Gardevoir,Gardevoir,Gardevoir,Guardevoir,Gardevoir,가디안,サーナイト
Gastly,Fantominus,Gastly,Nebulak,Gastly,고오스,ゴース
Gastrodon,Tritosor,Gastrodon,Gastrodon,Gastrodon,트리토돈,トリトドン
Gastrodon,Tritosor,Gastrodon,Gastrodon,Gastrodon,트리토돈,トリトドン
Genesect,Genesect,Genesect,Genesect,Genesect,게노세크트,ゲノセクト
Genesect,Genesect,Genesect,Genesect,Genesect,게노세크트,ゲノセクト
Genesect,Genesect,Genesect,Genesect,Genesect,게노세크트,ゲノセクト
Genesect,Genesect,Genesect,Genesect,Genesect,게노세크트,ゲノセクト
Genesect,Genesect,Genesect,Genesect,Genesect,게노세크트,ゲノセクト
Gengar,Ectoplasma,Gengar,Gengar,Gengar,팬텀,ゲンガー
Gengar,Ectoplasma,Gengar,Gengar,Gengar,팬텀,ゲンガー
Geodude,Racaillou,Geodude,Kleinstein,Geodude,꼬마돌,イシツブテ
Geodude,Racaillou,Geodude,Kleinstein,Geodude,꼬마돌,イシツブテ
Gible,Griknot,Gible,Kaumalat,Gible,딥상어동,フカマル
Gigalith,Gigalithe,Gigalith,Brockoloss,Gigalith,기가이어스,ギガイアス
Girafarig,Girafarig,Girafarig,Girafarig,Girafarig,키링키,キリンリキ
Giratina,Giratina,Giratina,Giratina,Giratina,기라티나,ギラティナ
Giratina,Giratina,Giratina,Giratina,Giratina,기라티나,ギラティナ
Glaceon,Givrali,Glaceon,Glaziola,Glaceon,글레이시아,グレイシア
Glalie,Oniglali,Glalie,Firnontor,Glalie,얼음귀신,オニゴーリ
Glalie,Oniglali,Glalie,Firnontor,Glalie,얼음귀신,オニゴーリ
