fr,en
":[name=SirMalo]:Ah, mais tu n'as toujours pas de Pokémon !\nlAttends une seconde...",":[name=SirMalo]:Oh, I see you still don't have any Pokémon!\nlWait a second..."
":[name=SirMalo]:Tiens, choisis une de ces équipes.",":[name=SirMalo]:Here, choose one of these teams."
":[name=SirMalo]:Tu as donc choisi l'Équipe [TEAM], constituée de [PKM1], [PKM2] et [PKM3]. Est-ce que ça te convient ?",":[name=SirMalo]:So, you have chosen the [TEAM] Team, which includes [PKM1], [PKM2] and [PKM3]. Does this suit you?"
Oui,Yes
Non,No
\c[18]\N[1] obtient l'Équipe \c[27][TEAM] \c[18]! [WAIT 150],\c[18]\N[1] obtains the \c[27][TEAM] \c[18]Team! [WAIT 150]
":[name=SirMalo]:Tiens, prends aussi cette carte de l'Île.",":[name=SirMalo]:Here, take this map of the Island."
:[name=SirMalo]:Te voilà fin prêt\E pour explorer tout ce que cette Tour a à te montrer !,:[name=SirMalo]:You are now ready to explore everything the Tower has to show you!
":[name=SirMalo]:Sois \f[curieuse§curieux], n'hésite pas à intéragir avec tout ce que tu verras.",":[name=SirMalo]:Be curious, do not hesitate to interact with everything you'll see."
":[name=SirMalo]:D'ailleurs, chaque lieu de cette Île renferme un objet appelé \c[5]Pierre Insolite\c[0].",":[name=SirMalo]:By the way, every location on this Island possess an item called \c[5]Intriguing Stone\c[0]."
":[name=SirMalo]:Ramasser cet objet, ou le récupérer auprès d'un PNJ, indique que tu as pu expérimenter tout ce que la map propose.",":[name=SirMalo]:Picking up this item, or getting it from a NPC, means that you should have experienced everything the map offers."
":[name=SirMalo]:Viens me voir quand tu les auras toutes récupérées, je serai juste à côté de l'ascenseur de gauche !",":[name=SirMalo]:Come see me when you've got them all back, I'll be there by the elevator on the left!"
":[name=SirMalo]:Allez, je file.\nlAmuse-toi bien !",":[name=SirMalo]:Well, I'm off.\nlHave fun!"
Bonjour !\nlJe connais tout sur les attaques qu'apprennent les Pokémon en grandissant.,Hello!\nlI know everything about the moves a Pokémon can learn when growing.
"Si ça te dit, je peux faire apprendre à un de tes compagnons une attaque qu'il aurait pu oublier au cours de sa croissance.","If you want, I can teach one of your companions a move they might have forget during their growth."
Rien ne t'intéressait ?,Nothing suited you?
Je suis sûr que ton Pokémon sera plus puissant ainsi !,I'm sure your Pokémon will be stronger this way!
"Malheureusement, je ne peux rien apprendre à ton Pokémon...","Unfortunately, there is nothing to teach to your Pokémon..."
On peut parfois tomber sur des attaques insoupçonnées !,You can sometimes come across unsuspected moves!
Je peux apprendre une attaque très pratique pour t'aider à capturer des Pokémon.,I can teach a very useful move to help you catch Pokémon.
Ça t'intéresse ?,Are you interested?
À quel Pokémon veux-tu l'enseigner ?,To which Pokémon do you want to teach it?
Cette attaque laisse toujours au moins 1 PV à sa cible.,This move always leaves at least 1 HP to its target.
"Un must-have pour tout Dresseur qui se respecte, si tu veux mon avis !","It's a must-have for any self-respecting Trainer, if you want my opinion."
"Malheureusement, je ne peux pas apprendre ma technique à ton Pokémon...","Unfortunately, I can't teach this move to your Pokémon..."
Tu as changé d'avis ?,Did you change your mind?
"Pourtant, cette technique peut être très utile pour certaines captures délicates.",But this move can be very useful for some very delicate catches.
":[name=SirMalo]:Tiens, \N[1] !\nlAlors, comment avance ton exploration ?",":[name=SirMalo]:Well, \N[1]!\nlSo, how is your exploration faring?"
":[name=SirMalo]:Pour information, il existe 16 Pierres Insolites dans cette démo.",":[name=SirMalo]:Just for the record, there is 16 Intriguing Stones in this demo."
:[name=SirMalo]:Et je vois que tu en as... [STONE] !,:[name=SirMalo]:And I see you have... [STONE] of these!
:[name=SirMalo]:... J'en connais un\E qui a utilisé la console !,:[name=SirMalo]:... I know someone who used the console!
:[name=SirMalo]:C'est très bien que tu apprennes à t'en servir.,:[name=SirMalo]:It's very good to learn how to use it!
:[name=SirMalo]:Attention cependant à ne pas te gâcher l'expérience de jeu et le moment ludique d'apprentissage que nous te proposons avec cette démo.,:[name=SirMalo]:But be sure not to spoil you the game experience and the fun learning moment we're offering with this demo.
":[name=SirMalo]:Si tu as déjà complété cette démo auparavant, et que tu veux juste recevoir la récompense de nouveau, tu peux continuer !",":[name=SirMalo]:If you already have completed this demo before, and you just want to receive the reward again, you can continue!"
":[name=SirMalo]:Sinon, on t'invite à continuer de jouer normalement, tu apprendras bien plus ainsi !",":[name=SirMalo]:Else, I invite you to continue playing the normal way, you'll learn a lot more this way!"
":[name=SirMalo]:Je vais te faire mon discours de réussite tout de même, au cas où.",":[name=SirMalo]:I'm still going to tell you my speech, just in case."
:[name=SirMalo]:Félicitations !\nlTu as obtenu toutes les Pierres Insolites !,:[name=SirMalo]:Congratulations!\nlYou have obtained every Intriguing Stones!
:[name=SirMalo]:Cela veut dire que tu as en principe mémorisé où est montrée chaque fonctionnalité !,:[name=SirMalo]:This means you should have memorized where each feature is showed!
":[name=SirMalo]:Grâce à ça, tu sauras à quelle map te référer si tu as un doute sur l'une d'entre elles.",":[name=SirMalo]:Thanks to that, you'll know which map you should refer to when you have a doubt about a given feature."
":[name=SirMalo]:Encore bravo !\nlSache, d'ailleurs, que j'ai une petite surprise pour toi, pour commémorer cette fin d'aventure...\nlSuis-moi !",":[name=SirMalo]:Again, congrats!\nlBy the way, I have a small surprise for you, to commemorate the end of your journey...\nlFollow me!"
":[name=SirMalo]:Encore un petit effort, tu y es presque !",":[name=SirMalo]:Just a little more effort, you're almost there!"
:[name=SirMalo]:Tu es sur la bonne voie !,:[name=SirMalo]:You're on the right way!
":[name=SirMalo]:Certaines sont plus dures à trouver que d'autres, mais tu peux le faire !",":[name=SirMalo]:Some are harder to find than others, but you can do it!"
":[name=SirMalo]:Tu as fait la moitié, bien joué !\nlNe relâche pas tes efforts !",":[name=SirMalo]:You've done one half, well played!\nlDon't let up in your efforts!"
:[name=SirMalo]:Pas mal !\nlTu as quasiment atteint la moitié !\nlContinue comme ça !,:[name=SirMalo]:Not bad!\nlYou've almost done the first half!\nlKeep it up!
:[name=SirMalo]:Tu progresses bien !,:[name=SirMalo]:You're progressing well!
":[name=SirMalo]:As-tu rencontré certains de mes collègues ?\nlIls ont tous une Pierre Insolite avec eux, alors fonce les trouver !",":[name=SirMalo]:Did you encounter some of my colleagues?\nlThey all have an Intriguing Stone, so go on and find them!"
":[name=SirMalo]:Alors, la démo te plaît ?\nlOn s'est donné à fond pour que vous passiez tous un bon moment dessus !",":[name=SirMalo]:So, do you enjoy the demo?\nlWe gave it our all to make you have a nice moment on it!"
:[name=SirMalo]:N'hésite pas à explorer et à parler à tout le monde !\nlTu apprendras plein de choses comme ça.,:[name=SirMalo]:Don't hesitate to explore and talk to everyone!\nlYou'll learn lots of things this way!
":[name=SirMalo]:Oh salut \N[1], comment tu vas ? J'espère que cette surprise t'a plu, et que tu t'es bien amusé\E sur cette démo technique !",":[name=SirMalo]:Oh hi \N[1], how are you? I hope you enjoyed this little surprise, and you had fun playing this technical demo!"
":[name=SirMalo]:J'espère aussi qu'elle te servira à l'avenir, si tu cherches des informations pour ton propre fangame !",":[name=SirMalo]:I also hope it'll be useful to you in the future, if you're seeking some information for your own fangame!"
:[name=SirMalo]:Fais-le nous savoir si tu crées ton propre jeu !,:[name=SirMalo]:Let us know if you happen to create your own!
C'est un pitit toutou à son papa ça !,Who's daddy's little good boy?
Heu... C'est pas ce que tu crois !,"Erm, it's not what it looks like..!"
"Rocabot, attaque Rugissement !","Rockruff, use Growl!"
Très bien !,Good!
"Mon Rocabot est très fort, et il intimide tous les Pokémon que je combats !","My Rockruff is very strong, and it intimidates every Pokémon we're battling!"
Voulez-vous caresser le Rocabot ?,Would you like to pet the Rockruff?
Roca ! Roca !,Ruff! Ruff!
Rocabot a l'air déçu...,Rockruff seems disappointed...
:[name=Jules]:T'es au courant de l'histoire de la meuf qu'est tombée de l'autre côté de la rembarde derrière la Tour y a pas longtemps ?,":[name=Jules]:Do you know about this chick who fell off the other side of the guardrail not long ago, behind the Tower?"
":[name=Jules]:Sérieux, c'est chaud de caner comme ça, c'est même pas badass ou quoi...",":[name=Jules]:No kidding, dying like that is wack, not even badass or something..."
:[name=Jules]:Y en a qui disent que son fantôme hante les lieux pendant la nuit depuis sa mort.,:[name=Jules]:Some people are saying her ghost haunts the grounds at night since her death.
":[name=Jules]:Si j'étais mort de la même manière, j'serais aussi venu hanter la zone tellement j'aurais eu le seum. ",":[name=Jules]:If I died the same way, I'd be too salty not to haunt the area."
":[name=Jules]:Mais bon, ça existe pas les fantômes, les seuls vrais Spectres c'est les Pokémon, pas vrai ? ",":[name=Jules]:But well, revenants don't exist, the only ghosts are the Pokémon, right..?"
:[name=Jules]:J'peux t'aider p't'être ?,:[name=Jules]:Ya want some help maybe?
":[name=Jules]:... T'as quelque chose à me dire ?\nlAzy, j't'écoute.",":[name=Jules]:... Yo, you got somethin' to say to me?\nlSpit it out, I'm all ears."
.[WAIT 10].[WAIT 10].[WAIT 30],.[WAIT 10].[WAIT 10].[WAIT 30]
:[name=Jules]:Qu'est-ce que tu m'dis là ?,":[name=Jules]:What you talkin' 'bout, fam?"
:[name=Jules]:Y a une meuf nommée Marissa qui souhaite me dire à quel point elle m'aime ?,":[name=Jules]:Ayy, there's this chick Marissa lookin' to drop some love letters on me?"
":[name=Jules]:Je... Je suis touché, mais...",":[name=Jules]:I'm feelin' it, but like..."
":[name=Jules]:PTDR, c'est qui ?",":[name=Jules]:LMFAO, who's that?"
":[name=Jules]:Genre, pourquoi elle est pas venue me le dire d'elle-même ?\nlEt j'la connais pas moi, cette Marissa.",":[name=Jules]:Like, why ain't she come up and tell me herself?\nlI don't even know this Marissa chick."
":[name=Jules]:Bon, si elle veut qu'on apprenne à se connaître, j'ferai un effort en bon gentleman que j'suis...",":[name=Jules]:Alright, if she's lookin' to get to know each other, I'll make an effort, you know, being the classy gentleman I am and all that."
":[name=Jules]:Elle est où, du coup ?",:[name=Jules]:So where's she at then?
:[name=Jules]:Hein...? Quoi ?\nlElle est morte ?!,:[name=Jules]:Huh... What? She literally dead?!
":[name=Jules]:Attends, me dis pas que... c'est la meuf qu'est tombée récemment ?!",":[name=Jules]:Hold up, you ain't tellin' me she's the chick who went down recently, right?!"
":[name=Jules]:Ok, j'veux plus rien savoir, ça m'intéresse plus, me parle plus, A+.",":[name=Jules]:Aight, I don't wanna know nothin' more, I'm out, peace."
":[name=Jules]:Me parle plus s'teuplait, ton histoire de fantôme qui me kiffe ça me fait froid dans le dos...",":[name=Jules]:Yo, stop talkin' to me, please. That ghost story of yours is giving me the chills. I'm out."
:[name=Jules]:J'espère que tu m'as pas maudit avec tes bêtises là.,:[name=Jules]:Hope you ain't cursed me with that nonsense of yours.
C'est une affiche promotionnelle. Un slogan est marqué dessus.,It's a promotional poster. A slogan is written on it.
"""Un jour vous serez les meilleurs dresseurs, vous vous battrez sans répit !\nlRejoignez la ligue de votre région, faites tout pour être vainqueur, et gagnez vos défis !""","""You wanna be the very best, like no one ever was.\nlIf catching the best is your real quest, and to train them is your cause, join your local league!"""
":[name=SirMalo]:Nous-y voilà, avec toute l'équipe, et tes premiers Pokémon !",":[name=SirMalo]:Here we are, with the whole team and your very first Pokémon!"
:[name=SirMalo]:Ce qu'on va faire ?,:[name=SirMalo]:What we're going to do?
:[name=SirMalo]:On va faire une photo commémorative !,:[name=SirMalo]:We're going to take a commemorative photo!
:[name=SirMalo]:Regarde vers le bas...,:[name=SirMalo]:Look down...
":[name=SirMalo]:Et dis ""OUISTICRAM"" !",":[name=SirMalo]:Say ""Chespin""!"
:[name=Tout le monde]::[align=center]:OUISTICRAM !,:[name=Everyone]::[align=center]:CHESPIN!
":[name=SirMalo]:Et voilà, la photo est prise... Ou plutôt devrais-je dire : le screenshot !",":[name=SirMalo]:There, the photo is taken... Or should I say the screenshot!"
":[name=SirMalo]:Tu peux le retrouver dans le dossier du projet, nommé ""technical_demo.png"".",":[name=SirMalo]:You can find it in the folder of the demo, named ""technical_demo.png""."
":[name=SirMalo]:Cela nous ferait super plaisir que tu postes ce screen sur le Discord de Pokémon Workshop dans le salon #psdk-discussions, accompagné de tes \nlremarques et tes commentaires sur cette démo !",":[name=SirMalo]:We would love if you could share this screen and your reactions about the demo on the Pokémon Workshop Discord server, in the channel #psdk-talk!"
":[name=SirMalo]:Encore merci d'avoir joué jusqu'au bout, j'espère que tu as pris autant de plaisir à arpenter cette démo que nous avons eu à la faire !",":[name=SirMalo]:Thanks again for playing until the end, we hope you had as much fun when journeying through this demo as us creating it!"
:[name=SirMalo]:On espère te voir très bientôt sur le Discord !,:[name=SirMalo]:We hope to see you soon on the Discord!
":[name=SirMalo]:Et sur ce, crédits !",":[name=SirMalo]:And now, roll the credits!"
"Ici, on encourage les jeunes Dresseurs à attraper plein plein plein de Pokémon !","Here, we encourage young Trainers to catch lots and lots of Pokémon!"
"Je vais utiliser la commande \c[5]""give_item""\c[0] pour te donner 10 Pokéballs.","I'm going to use the \c[5]""give_item""\c[0] command to give you 10 Poké Balls."
La Tour regorge d'une grande variété de Pokémon à attraper.,The Tower brims with a great variety of Pokémon to catch.
Alors n'hésite pas à en lancer dans tous les sens !,So don't hesitate to launch a lot of these in all directions!
La Tour regorge d'une grande variété de Pokémon à attraper.,The Tower brims with a great variety of Pokémon to catch.
Alors n'hésite pas à en lancer dans tous les sens !,So don't hesitate to launch a lot of these in all directions!
"Eh, psst...","Hey, psst..."
Je vais te filer un truc discrétos...,I'm gonna slip you something on the down low...
"Je le mets directement dans ton sac grâce à la commande \c[5]""$bag.add_item""\c[0].","I put it directly in your bag using the \c[5]""$bag.add_item""\c[0] command."
".[WAIT 20].[WAIT 20].[WAIT 20]\nlAllez, bouge de là.",.[WAIT 20].[WAIT 20].[WAIT 20]\nlNow scram.
Nostalgie,Nostalgia
Tradition,Tradition
Aventure,Adventure
Mythe,Myth
Renouveau,Renewal
Élégance,Elegance
Exotisme,Exoticism
