fr,en
Tu ne manques pas de ressources ! Tu m'impressionnes vraiment ![WAIT 240]:[name=Prof. Seko]:,"Wow, you've gotten so far...! I've got high expectations for you![WAIT 240]:[name=Professor Birch]:"
Certaines espèces de Pokémon seront plus faciles à rencontrer en combattant des Dresseurs !:[name=Prof. Seko]:,"Don't forget some Trainers have rare Pokémon, too!:[name=Professor Birch]:"
"Ah, tu progresses bien ! Ton Pokédex prend une bonne tournure ![WAIT 240]:[name=Prof. Seko]:",You're getting good at this! Your Pokédex is coming together![WAIT 240]:[name=Professor Birch]:
"N'oublie pas que certaines espèces de Pokémon peuvent évoluer, mais aussi faire des Œufs !:[name=Prof. Seko]:","You know some Pokémon can evolve, but also lay Eggs!:[name=Professor Birch]:"
Essaie de marcher dans les hautes herbes pour rencontrer des Pokémon ![WAIT 200]:[name=Prof. Seko]:,Look for Pokémon in grassy areas![WAIT 200]:[name=Professor Birch]:
"L'Île regorge d'environnements variés, tu pourras rencontrer des tonnes d'espèces de Pokémon.:[name=Prof. Seko]:","The Island is filled with a variety of environments, you'll encounter tons of Pokémon species.:[name=Professor Birch]:"
Tu veux que j'évalue à nouveau ton Pokédex ?:[name=Prof. Seko]:,Do you want to show me your Pokédex again?:[name=Professor Birch]:
"Hm, voyons voir...\nlTu as vu \v[2] Pokémon et tu en as capturé \v[3] !:[name=Prof. Seko]:","Hmm, let's see...\nlYou've seen \v[2] Pokémon, and you've caught \v[3] Pokémon!:[name=Professor Birch]:"
"Découvrir de nouveaux Pokémon devient plus compliqué, n'est-ce pas ?[WAIT 200]:[name=Prof. Seko]:","Discovering new Pokémon is getting harder, isn't it?[WAIT 200]:[name=Professor Birch]:"
Tu as décidément un don ! Je suis impressionné ![WAIT 200]:[name=Prof. Seko]:,You definitely have a gift! I'm actually impressed![WAIT 200]:[name=Professor Birch]:
C'est tout bonnement hallucinant ! Tu les as TOUS vus ![WAIT 400]:[name=Prof. Seko]:,It's simply mind-boggling! You've seen the ALL![WAIT 400]:[name=Professor Birch]:
Je n'arrive même pas à comprendre comment tu as pu faire...:[name=Prof. Seko]:,I don't even understand how you made it...:[name=Professor Birch]:
J'en viens presque à espérer que tu as triché...:[name=Prof. Seko]:,It almost makes me think you've cheated...:[name=Professor Birch]:
Tu as vu tous les Pokémon de l'Île...:[name=Prof. Seko]:,You've seen all the Pokémon on the Island...:[name=Professor Birch]:
Je n'ai vraiment plus rien à t'apprendre !:[name=Prof. Seko]:,I've got nothing to teach you anymore!:[name=Professor Birch]:
On m'interdit d'utiliser mon Iguolta ici car cela pourrait endommager les appareils...,I'm not allowed to use my Heliolisk here because it could damage the equipment...
Il est particulier car j'ai réussi à lui apprendre l'attaque Lance-Flammes !,It's a bit special because I taught it Flamethrower!
"Ça tombe bien, car en plus de ça il est rouge comme le feu.",That suits it perfectly because it's red as fire.
Ça te dirait de t'en occuper à ma place ?,Would you train it for me?
T'es au top !,So cool!
\c[18]\N[1] obtient Iguolta ![WAIT 240],\c[18]\N[1] received Heliolisk![WAIT 240]
"Bon, j'ai un peu triché car j'ai utilisé la commande \c[5]""add_specific_pokemon""\c[0], qui me permet de générer un Pokémon avec toutes sortes de paramètres.","I cheated a bit by using the command \c[5]""add_specific_pokemon""\c[5], which allows me to create a Pokémon with a lot of parameters."
J'aimerais ne pas avoir à m'en débarrasser autrement...,I wish I didn't have to get rid of it any other way...
J'espère que tu t'occupes bien de mon beau Smaug.,I hope you take good care of my pretty Smaug.
"Bon, j'ai un peu triché car j'ai utilisé la commande \c[5]""add_specific_pokemon""\c[0], qui m'a permis de le générer avec toutes sortes de paramètres.","I cheated a bit by using the command \c[5]""add_specific_pokemon""\c[5], which allows me to create a Pokémon with a lot of parameters."
Bonjour ! Je vois que la machine à côté de moi t'intrigues...:[name=Prof. Sorbier]:,Hello! I can see you're intrigued by that machine right there...:[name=Professor Rowan]:
"Comme tu peux le voir, elle contient 3 Poké Balls.:[name=Prof. Sorbier]:","As you can see, it displays 3 Poké Balls.:[name=Professor Rowan]:"
Chacune renferme un Pokémon assez spécial.:[name=Prof. Sorbier]:,Each one contains a special Pokémon.:[name=Professor Rowan]:
"Choisis celui que tu préfères, je te l'offre !:[name=Prof. Sorbier]:","Chose the one you like best, I'll give it to you!:[name=Professor Rowan]:"
\c[18]Utilisez les flèches directionnelles pour sélectionner une Poké Ball.,\c[18]Use the direction buttons to select a Poké Ball.
"Tu veux Minidraco, le Pokémon Dragon ?","Do you want Dratini, the Dragon Pokémon?"
"Tu veux Embrylex, le Pokémon Peaupierre ?","Do you want Larvitar, the Rock Skin Pokémon?"
"Tu veux Tarsal, le Pokémon Sentiment ?","Do you want Ralts, the Feeling Pokémon?"
Il reste deux Poké Balls laissées par le Prof. Sorbier.,There are two Poké Balls left by Professor Rowan.
C'est vide...,It's empty...
C'est vide...,It's empty...
:[name=Prof. Sorbier]:Bonjour ! Je vois que la machine à côté de moi t'intrigues...,Hello! I can see you're intrigued by that machine right there...:[name=Professor Rowan]:
":[name=Prof. Sorbier]:Comme tu peux le voir, elle contient 3 Poké Balls.","As you can see, it displays 3 Poké Balls.:[name=Professor Rowan]:"
:[name=Prof. Sorbier]:Chacune renferme un Pokémon assez spécial.,Each one contains a special Pokémon.:[name=Professor Rowan]:
":[name=Prof. Sorbier]:Choisis celui que tu préfères, je te l'offre !","Chose the one you like best, I'll give it to you!:[name=Professor Rowan]:"
":[name=Prof. Sorbier]:Je t'en prie, choisis une Poké Ball parmi les placées dans la machine.",Please choose a Poké Ball on the machine.:[name=Professor Rowan]:
:[name=Prof. Sorbier]:J'espère que le Pokémon que tu as choisi deviendra un vrai partenaire.,I hope the Pokémon you chose will become a true partner.:[name=Professor Rowan]:
:[name=Prof. Sorbier]:La machine dont tu t'es servie utilise de nombreux systèmes pour fonctionner.,The device you used works thanks to numerous systems.:[name=Professor Rowan]:
":[name=Prof. Sorbier]:Tout d'abord, les différentes animations sont jouées grâce à des fichiers \c[5]gif\c[0], que PokémonSDK supporte.","First of all, the animations are played using \c[5]gif\c[0] files, which PokémonSDK supports."
":[name=Prof. Sorbier]:Ensuite, la gestion des boutons est réalisée en utilisant une \c[5]loop\c[0] et des \c[5]variables\c[0].","Then, the inputs are managed with a \c[5]loop\c[0] and \c[5]variables\c[0].:[name=Professor Rowan]:"
":[name=Prof. Sorbier]:Le tout est d'afficher les bonnes images au bon moment, et de ne pas oublier l'utilisation des \c[5]labels\c[0] pour naviguer au sein de l'évènement.","The key is to display the right pictures at the right time, and don't forget to use \c[5]labels\c[0] to navigate through your event.:[name=Professor Rowan]:"
:[name=Léo]:J'ai trouvé ce Pokémon rigolo dans la Caverne rocailleuse.,I found this funny Pokémon in the Rocky Cavern.:[name=Bill]:
":[name=Léo]:Je suis plutôt branché programmation que combats Pokémon, donc je veux bien te le donner.","I'm more into programming rather than battling, so I can give it to you.:[name=Bill]:"
\c[18]\N[1] obtient Tic de la part de Léo ! [WAIT 240],\c[18]\N[1] received Klink from Bill![WAIT 240]
":[name=Léo]:Comme j'ai utilisé \c[5]""store_pokemon""\c[0], ce Tic a été stocké directement dans ton PC !","As I used \c[5]""store_pokemon""\c[0], this Klink was directly stored into your PC!:[name=Bill]:"
":[name=Léo]:Alors, comment se porte le Tic que je t'ai donné ?","Tell me, how is Klink going?:[name=Bill]:"
":[name=Léo]:Comme j'ai utilisé \c[5]""store_pokemon""\c[0], ce Tic a été stocké directement dans ton PC !","As I used \c[5]""store_pokemon""\c[0], this Klink was directly stored into your PC!:[name=Bill]:"
Les équipes du Laboratoire m'ont appelé pour les débarrasser des Pokémon Insecte qui viennent grignoter les câbles électriques.,The Laboratory staff called me to get rid of all those Bug Pokémon nibbling the power cables.
Mais je ne sais même plus quoi faire de tous ceux que j'attrape !\nlJe te les donne si tu veux.,But I don't even know what to do with all of those I catch!\nlI can give them to you if you want.
Ça te dit un Pokémon Insecte gratos ?,Would you like a free Bug Pokémon?
\c[18]\N[1] obtient Chenipan ! [WAIT 240],\c[18]\N[1] received Caterpie![WAIT 240]
"J'ai utilisé la commande \c[5]""add_pokemon""\c[0], qui ajoute simplement un Pokémon à ton équipe, sans te proposer de le renommer.","I used the command \c[5]""add_pokemon""\c[0], which simply adds a Pokémon to your party, without asking you if you want to rename it."
Mais je crois qu'il y a un papy qui peut renommer tes Pokémon au milieu de cette pièce.,But I think there's an old man who can rename your Pokémon in the middle of this room.
"N'hésite pas à venir me reparler si tu en veux d'autres, j'en ai un sacré nombre.","Come ask me if you want some more, I have quite a few of them."
Vraiment ? Je ne sais franchement plus quoi en faire...,"Oh, really? I honestly don't know what to do with them anymore..."
:[name=Prof. Chen]:Bonjour et bienvenue.[WAIT 10].[WAIT 10].[WAIT 10],Hello and welcome.[WAIT 10].[WAIT 10].[WAIT 10]:[name=Professor Oak]:
":[name=Prof. Chen]:Pardon, j'ai l'habitude de me présenter de la manière aux nouveaux Dresseurs...","Sorry, I'm used to introduce myself this way to new Trainers...:[name=Professor Oak]:"
:[name=Prof. Chen]:Ça t'intéresserait que je te refasse mon introduction en entier ?,Would like me to show you my introduction from the beginning?:[name=Professor Oak]:
:[name=Prof. Chen]:Dans ce cas...,Well then...:[name=Professor Oak]:
:[name=Prof. Chen]:Je comprends... N'hésite pas à venir me voir si tu veux te remémorer tes débuts en tant que Dresseur.,I understand... Please come see me if you want to relive your first steps as a Trainer.:[name=Professor Oak]:
Bienvenue dans le monde des Pokémon !,Welcome to the world of Pokémon!
Mon nom est Chen.,My name is Oak.
Mais tout le monde m'appelle le Professeur Pokémon.,But everyone calls me the Pokémon Professor.
Ce monde.[WAIT 10].[WAIT 10].[WAIT 30] est peuplé de créatures appelées Pokémon.,This world.[WAIT 10].[WAIT 10].[WAIT 30] is widely inhabited by creatures known as Pokémon.
"Nous, les humains, vivons avec les Pokémon.",We humans live alongside Pokémon as friends.
Il nous arrive de jouer ou de travailler ensemble.,"At times we play together, and at other times we work together."
Certaines personnes utilisent les Pokémon pour combattre et créent un lien très fort avec eux.,Some people use their Pokémon to battle and develop closer bonds with them.
Moi ?,Myself…
"Je me contente de faire des recherches, pour que nous en sachions plus sur les Pokémon.",I study Pokémon as a profession.
"Mais avant tout, parle-moi un peu de toi.","Now, why don't you tell me a little bit about yourself?"
Es-tu un garçon ?\nlOu bien une fille ?\nlDis-moi tout...,Are you a boy?\nlOr are you a girl?\nlWon't you please tell me?
C'est l'apparence qui te convient le mieux ?,Is it the look that suits you best?
C'est l'apparence qui te convient le mieux ?,Is it the look that suits you best?
"Merveilleux ! Tu as déjà défini ton apparence au début de cette démo, donc je ne vais pas la changer.","Wonderful! Now, you already set your look at the beginning of this demo, so I won't change it."
"Tu peux définir le genre de ton personnage avec la commande \c[5]""$trainer.define_gender(N)""\c[0].\nlRemplace ""N"" par ""true"" pour choisir une fille, et par ""false"" pour un garçon.","You can define the gender of your main player with \c[5]""$trainer.define_gender(N)""\c[0].\nReplace ""N"" with ""true"" for a girl, and ""false"" for a boy."
"Je ne te demanderai pas ton prénom non plus, mais il suffit d'utiliser la commande \c[5]""Name Input Processing""\c[0] pour le définir.","I won't ask your name either, but you just have to use the \c[5]""Name Input Processing""\c[0] command to define it."
"La commande \c[5]""$trainer.name = '...'""\c[0] te permet également de définir manuellement le nom du joueur.","You can also use the \c[5]""$trainer.name = '...'""\c[0] command to manually set your player's name."
"Toutes ces commandes sont décrites dans l'évènement de départ de la démo, sur la map \c[5]Start\c[0].","All these commands are described inside the first event of the demo, on the map \c[5]Start\c[0]."
"Comme cette intro est généralement le premier évènement d'un jeu, c'est donc une bonne occasion d'initialiser certaines mécaniques : le système\nljour/nuit, les baies, l'ombre sous les évènements...","And as this introduction usually is the first event of a game, it is a good place to initialize some features: day/night system, berries, shadows under the events..."
Mais trêve de bavardages ! Finissons-en là.,Enough of this chatter! Let's end it there.
N'hésite pas à me reparler si tu veux revoir cette séquence.,Don't hesitate to talk to me if you want to see this sequence again.
"En attendant, bonne chance pour ton aventure, jeune Maker !","In the meantime, good luck with your adventure, young Maker!"
