fr,en
":[name=Palbolsky]:Ce combat sera un combat solo, avec une limite de deux Pokémon !",":[name=Palbolsky]:This battle will be a solo battle, with a limit of two usable Pokémon!"
":[name=Palbolsky]:À ma gauche, la grande gagnante du précédent tournoi : [CLASS] [NAME] !",":[name=Palbolsky]:On my left, the winner of the last tournament: [CLASS] [NAME]!"
":[name=Palbolsky]:À ma droite, la star montante de cette arène...",":[name=Palbolsky]:On my right, the rising star of this arena..."
:[name=Palbolsky]:Applaudissez bien fort... \N[1] !,:[name=Palbolsky]:Please make an ovation for... \N[1]!
:[name=Palbolsky]:Le combat peut commencer !,:[name=Palbolsky]:The battle may begin!
:[name=[NAME]]:Ce tournoi n'était qu'un échauffement... T'es le plat de résistance !,":[name=[NAME]]:This tournament was only the warm-up, you're the real deal and I'll beat you!"
:[name=Palbolsky]:Et c'est une victoire pour \N[1] !,:[name=Palbolsky]:Victory goes to \N[1]!
:[name=Palbolsky]:J'inscris cette victoire à l'ordinateur...,:[name=Palbolsky]:I'll add this victory to the computer...
:[name=Palbolsky]:Que vois-je ? \N[1] a vaincu tous mes apprentis ?,":[name=Palbolsky]:Oh, what do I see? \N[1] won against all my apprentices?"
":[name=Palbolsky]:Mesdames et messieurs, le moment que vous attendiez tous est arrivé !",":[name=Palbolsky]:Ladies and gentlemen, the moment you've all been waiting for is here!"
:[name=Palbolsky]:Un challenger a débloqué le droit de me combattre ! Restez dans les environs pour assister à un match d'anthologie !,:[name=Palbolsky]:A new challenger unlocked the right to fight me! Stick around to assist to a match made in history!
":[name=Palbolsky]:Oh ! Il ne reste plus qu'un seul combat à gagner pour \N[1] avant de pouvoir m'affronter ! Tiens le coup, graine de \f[championne§champion] !",":[name=Palbolsky]:Oh! There's only one battle left for \N[1] before they can battle me! Keep it up, champion in the making!"
:[name=Palbolsky]:Oh ! Il ne reste que \V[26] combats à gagner pour \N[1] avant de pouvoir m'affronter !,:[name=Palbolsky]:Oh! There's still \V[26] battles left to win for \N[1] before they can challenge me!
:[name=Palbolsky]:La victoire revient à [NAME] !,:[name=Palbolsky]:Victory goes to [NAME]!
":[name=Palbolsky]:En tout cas, ce fut un match d'une grande intensité, j'espère que vous l'avez ressenti aussi dans les gradins !",":[name=Palbolsky]:In any case, it was a match of great intensity, I hope you felt it all the way to the stands!"
":[name=Palbolsky]:Challengers, je vais soigner vos Pokémon pour que vous n'ayez pas à aller au Centre Pokémon.",":[name=Palbolsky]:Challengers, I'll heal your Pokémon so you don't have to go to the Pokémon Center."
":[name=Palbolsky]:N'hésitez pas à revenir vous battre si vous le voulez, c'est toujours un plaisir d'assister à des matchs aussi passionnants !",":[name=Palbolsky]:Don't hesitate to come battle again if you want, it's always a pleasure to assist to such passionating battles!"
":[name=Palbolsky]:Chers spectateurs, merci d'être venus, et à la prochaine !",":[name=Palbolsky]:Dear spectators, thanks for coming, and see you all next time!"
:[name=Palbolsky]:Bienvenue à tous chers spectateurs !,":[name=Palbolsky]:Welcome to you all, dear spectators!"
":[name=Palbolsky]:Ce combat sera un combat duo, avec aucune limite en nombre de Pokémon !",":[name=Palbolsky]:This battle will be a duo battle, with no limit in the number of usable Pokémon!"
":[name=Palbolsky]:À ma gauche, la terreur des vagues, l'invincible arpenteur des 7 mers : [CLASS] [NAME] !",":[name=Palbolsky]:On my left, the terror of the waves, the invincible surveyor of the 7 seas: [CLASS] [NAME]!"
":[name=Palbolsky]:À ma droite, \f[celle§celui] qui mettra peut-être fin à son odyssée...",":[name=Palbolsky]:On my right, the one who might end their odyssey..."
:[name=Palbolsky]:\N[1] \f[la§le] Maker !,:[name=Palbolsky]:\N[1] the Maker!
":[name=Palbolsky]:Sans plus attendre, c'est l'heure du coooooombat !",":[name=Palbolsky]:Without further ado, it's time for the baaaaattleeeeeeeeee!"
":[name=[NAME]]:Prépare toi, tes larmes vont couler.",":[name=[NAME]]:Prepare yourself, your tears are going to flow."
:[name=Palbolsky]:Et c'est une victoire pour \N[1] !,:[name=Palbolsky]:Victory goes to \N[1]!
:[name=Palbolsky]:J'inscris cette victoire à l'ordinateur...,:[name=Palbolsky]:I'll add this victory to the computer...
:[name=Palbolsky]:Que vois-je ? \N[1] a vaincu tous mes apprentis ?,":[name=Palbolsky]:Oh, what do I see? \N[1] won against all my apprentices?"
":[name=Palbolsky]:Mesdames et messieurs, le moment que vous attendiez tous est arrivé !",":[name=Palbolsky]:Ladies and gentlemen, the moment you've all been waiting for is here!"
:[name=Palbolsky]:Un challenger a débloqué le droit de me combattre ! Restez dans les environs pour assister à un match d'anthologie !,:[name=Palbolsky]:A new challenger unlocked the right to fight me! Stick around to assist to a match made in history!
":[name=Palbolsky]:Oh ! Il ne reste plus qu'un seul combat à gagner pour \N[1] avant de pouvoir m'affronter ! Tiens le coup, graine de \f[championne§champion] !",":[name=Palbolsky]:Oh! There's only one battle left for \N[1] before they can battle me! Keep it up, champion in the making!"
:[name=Palbolsky]:Oh ! Il ne reste que \V[26] combats à gagner pour \N[1] avant de pouvoir m'affronter !,:[name=Palbolsky]:Oh! There's still \V[26] battles left to win for \N[1] before they can challenge me!
:[name=Palbolsky]:La victoire revient à [NAME] !,:[name=Palbolsky]:Victory goes to [NAME]!
":[name=Palbolsky]:En tout cas, ce fut un match d'une grande intensité, j'espère que vous l'avez ressenti aussi dans les gradins !",":[name=Palbolsky]:In any case, it was a match of great intensity, I hope you felt it all the way to the stands!"
":[name=Palbolsky]:Challengers, je vais soigner vos Pokémon pour que vous n'ayez pas à aller au Centre Pokémon.",":[name=Palbolsky]:Challengers, I'll heal your Pokémon so you don't have to go to the Pokémon Center."
":[name=Palbolsky]:N'hésitez pas à revenir vous battre si vous le voulez, c'est toujours un plaisir d'assister à des matchs aussi passionnants !",":[name=Palbolsky]:Don't hesitate to come battle again if you want, it's always a pleasure to assist to such passionating battles!"
":[name=Palbolsky]:Chers spectateurs, merci d'être venus, et à la prochaine !",":[name=Palbolsky]:Dear spectators, thanks for coming, and see you all next time!"
:[name=Palbolsky]:Bienvenue à tous chers spectateurs !,":[name=Palbolsky]:Welcome to you all, dear spectators!"
":[name=Palbolsky]:Ce combat sera un combat seul contre deux, avec aucune limitation de Pokémon !",":[name=Palbolsky]:This battle will be a one versus two, with no limit in the number of usable Pokémon!"
":[name=Palbolsky]:À ma gauche, 2 combattants prêts à en découdre avec leurs stratégies coopératives !",":[name=Palbolsky]:On my left, 2 fighters ready for action with their cooperative strategies!"
:[name=Palbolsky]:[CLASS1] [NAME1] et [CLASS2] [NAME2] !,:[name=Palbolsky]:[CLASS1] [NAME1] and [CLASS2] [NAME2]!
":[name=Palbolsky]:À ma droite, un\E \f[valeureuse dresseuse§valeureux dresseur], qui va tout donner pour sortir \f[victorieuse§victorieux] de cette affrontement...",":[name=Palbolsky]:On my right, a courageous trainer who will give their all to leave this battle victorious!"
:[name=Palbolsky]:Accueillons... \N[1] !,:[name=Palbolsky]:Let's welcome... \N[1]!
:[name=Palbolsky]:Que le match commence !,:[name=Palbolsky]:Let the battle begin!
:[name=[NAME1]]:Essaie de ne pas abîmer ma tenue je te prie.,:[name=[NAME1]]:Please try to not damage my dress please.
:[name=[NAME2]]:Mon rêve est que tous admettent la splendeur des Pokémon Fée !,:[name=[NAME2]]:My dream is that everyone admit the splendor of the Fairy Pokémon!
:[name=Palbolsky]:Et c'est une victoire pour \N[1] !,:[name=Palbolsky]:Victory goes to \N[1]!
:[name=Palbolsky]:J'inscris cette victoire à l'ordinateur...,:[name=Palbolsky]:I'll add this victory to the computer...
:[name=Palbolsky]:Que vois-je ? \N[1] a vaincu tous mes apprentis ?,":[name=Palbolsky]:Oh, what do I see? \N[1] won against all my apprentices?"
":[name=Palbolsky]:Mesdames et messieurs, le moment que vous attendiez tous est arrivé !",":[name=Palbolsky]:Ladies and gentlemen, the moment you've all been waiting for is here!"
:[name=Palbolsky]:Un challenger a débloqué le droit de me combattre ! Restez dans les environs pour assister à un match d'anthologie !,:[name=Palbolsky]:A new challenger unlocked the right to fight me! Stick around to assist to a match made in history!
":[name=Palbolsky]:Oh ! Il ne reste plus qu'un seul combat à gagner pour \N[1] avant de pouvoir m'affronter ! Tiens le coup, graine de \f[championne§champion] !",":[name=Palbolsky]:Oh! There's only one battle left for \N[1] before they can battle me! Keep it up, champion in the making!"
:[name=Palbolsky]:Oh ! Il ne reste que \V[26] combats à gagner pour \N[1] avant de pouvoir m'affronter !,:[name=Palbolsky]:Oh! There's still \V[26] battles left to win for \N[1] before they can challenge me!
:[name=Palbolsky]:La victoire revient à [NAME1] et [NAME2] ! C'était un match complexe et \N[1] n'a pas démérité pour autant !,:[name=Palbolsky]:Victory goes to [NAME1] and [NAME2]! This was a really difficult match and \N[1] didn't disappoint us at any point!
":[name=Palbolsky]:En tout cas, ce fut un match d'une grande intensité, j'espère que vous l'avez ressenti aussi dans les gradins !",":[name=Palbolsky]:In any case, it was a match of great intensity, I hope you felt it all the way to the stands!"
":[name=Palbolsky]:Challengers, je vais soigner vos Pokémon pour que vous n'ayez pas à aller au Centre Pokémon.",":[name=Palbolsky]:Challengers, I'll heal your Pokémon so you don't have to go to the Pokémon Center."
":[name=Palbolsky]:N'hésitez pas à revenir vous battre si vous le voulez, c'est toujours un plaisir d'assister à des matchs aussi passionnants !",":[name=Palbolsky]:Don't hesitate to come battle again if you want, it's always a pleasure to assist to such passionating battles!"
":[name=Palbolsky]:Chers spectateurs, merci d'être venus, et à la prochaine !",":[name=Palbolsky]:Dear spectators, thanks for coming, and see you all next time!"
:[name=Palbolsky]:Bienvenue à tous chers spectateurs !,":[name=Palbolsky]:Welcome to you all, dear spectators!"
":[name=Palbolsky]:Ce combat sera un combat en deux contre un, avec aucune limite en nombre de Pokémon !",":[name=Palbolsky]:This battle will be a two versus one, with no limit in the number of usable Pokémon!"
":[name=Palbolsky]:À ma gauche, vous pourrez y retrouver [CLASS1] [NAME1], qui devra se battre seul contre l'adversité !",":[name=Palbolsky]:On my left, you'll find [CLASS1] [NAME1], who's going to battle alone against adversity!"
":[name=Palbolsky]:À ma droite, \N[1], mais pas seul\E cette fois !",":[name=Palbolsky]:On my right, \N[1], but not alone this time!"
:[name=Palbolsky]:Je vous prie de bien accueillir... [NAME2] !,:[name=Palbolsky]:I ask you to welcome... [NAME2]!
":[name=Palbolsky]:Petite règle supplémentaire pour rester équitable : \N[1] perdra si son équipe est mise KO, et ce même si celle de [NAME2] est encore apte à combattre !",":[name=Palbolsky]:For this battle to remain fair, here's a little rule: \N[1] will lose if their team is unable to battle, even if [NAME2]'s is still able to!"
":[name=Palbolsky]:Dresseurs, êtes-vous prêts ?",":[name=Palbolsky]:Trainers, are you ready?"
:[name=Palbolsky]:C'est parti !,:[name=Palbolsky]:Begin!
":[name=[NAME1]]:S'il vous plaît, ne vous retenez pas... Je veux vous vaincre à votre maximum.",":[name=[NAME1]]:Please, don't hold back... I want to best you at your maximum."
:[name=Palbolsky]:Et c'est une victoire pour \N[1] et [NAME2] !,:[name=Palbolsky]:Victory goes to \N[1] and [NAME2]!
:[name=Palbolsky]:J'inscris cette victoire à l'ordinateur...,:[name=Palbolsky]:I'll add this victory to the computer...
:[name=Palbolsky]:Que vois-je ? \N[1] a vaincu tous mes apprentis ?,":[name=Palbolsky]:Oh, what do I see? \N[1] won against all my apprentices?"
":[name=Palbolsky]:Mesdames et messieurs, le moment que vous attendiez tous est arrivé !",":[name=Palbolsky]:Ladies and gentlemen, the moment you've all been waiting for is here!"
:[name=Palbolsky]:Un challenger a débloqué le droit de me combattre ! Restez dans les environs pour assister à un match d'anthologie !,:[name=Palbolsky]:A new challenger unlocked the right to fight me! Stick around to assist to a match made in history!
":[name=Palbolsky]:Oh ! Il ne reste plus qu'un seul combat à gagner pour \N[1] avant de pouvoir m'affronter ! Tiens le coup, graine de \f[championne§champion] !",":[name=Palbolsky]:Oh! There's only one battle left for \N[1] before they can battle me! Keep it up, champion in the making!"
:[name=Palbolsky]:Oh ! Il ne reste que \V[26] combats à gagner pour \N[1] avant de pouvoir m'affronter !,:[name=Palbolsky]:Oh! There's still \V[26] battles left to win for \N[1] before they can challenge me!
":[name=Palbolsky]:La victoire revient à [NAME1] qui a réussi à s'en sortir, contre toute attente !",:[name=Palbolsky]:Victory goes to [NAME1] who managed to come out on top against all the odds!
":[name=Palbolsky]:En tout cas, ce fut un match d'une grande intensité, j'espère que vous l'avez ressenti aussi dans les gradins !",":[name=Palbolsky]:In any case, it was a match of great intensity, I hope you felt it all the way to the stands!"
":[name=Palbolsky]:Challengers, je vais soigner vos Pokémon pour que vous n'ayez pas à aller au Centre Pokémon.",":[name=Palbolsky]:Challengers, I'll heal your Pokémon so you don't have to go to the Pokémon Center."
":[name=Palbolsky]:N'hésitez pas à revenir vous battre si vous le voulez, c'est toujours un plaisir d'assister à des matchs aussi passionnants !",":[name=Palbolsky]:Don't hesitate to come battle again if you want, it's always a pleasure to assist to such passionating battles!"
":[name=Palbolsky]:Chers spectateurs, merci d'être venus, et à la prochaine !",":[name=Palbolsky]:Dear spectators, thanks for coming, and see you all next time!"
:[name=Palbolsky]:Bienvenue à tous chers spectateurs !,":[name=Palbolsky]:Welcome to you all, dear spectators!"
":[name=Palbolsky]:Ce combat sera un combat deux contre deux, avec aucune limite en nombre de Pokémon !",":[name=Palbolsky]:This battle will be a two versus two, with no limit in the number of usable Pokémon!"
":[name=Palbolsky]:À ma gauche, vous pourrez y retrouver [CLASS1] [NAME1] et [CLASS2] [NAME2], le duo de choc toujours à l'heure pour l'actualité !",":[name=Palbolsky]:On my left, you'll find [CLASS1] [NAME1] and [CLASS2] [NAME2], the power duo always on track for the newest news!"
":[name=Palbolsky]:À ma droite, un autre duo prêt à faire des étincelles... \N[1] et [NAME3] !",":[name=Palbolsky]:On my right, another duo ready to make some sparks... \N[1] and [NAME3]!"
":[name=Palbolsky]:Pour ce combat, la victoire reviendra à l'équipe qui aura au moins un Pokémon encore en état de combattre !",":[name=Palbolsky]:For this battle, the victory will belong to the team with at least one Pokémon still able to fight!"
":[name=Palbolsky]:Ce qui veut donc dire, \N[1], que si ton équipe est mise KO, [NAME3] pourra tenter de gagner malgré tout !",":[name=Palbolsky]:This means that, if \N[1]'s team is wiped out but [NAME3]'s is still able to fight, they will win nonetheless!"
:[name=Palbolsky]:Ai-je été suffisamment clair ?,:[name=Palbolsky]:Was I clear enough?
":[name=Palbolsky]:Si oui, commencez !",":[name=Palbolsky]:If yes, then begin!"
":[name=[NAME1]]:Faisons vite, j'ai un train à prendre.",":[name=[NAME1]]:Let's make this quick, I have a train to take."
:[name=[NAME2]]:Les trains en retard ça va bien deux minutes... Vous auriez pas un scoop pour moi ?,":[name=[NAME2]]:Delayed trains don't sell well, don't you have a scoop for me?"
:[name=Palbolsky]:Et c'est une victoire pour \N[1] et [NAME3] !,:[name=Palbolsky]:Victory goes to \N[1] and [NAME3]!
:[name=Palbolsky]:J'inscris cette victoire à l'ordinateur...,:[name=Palbolsky]:I'll add this victory to the computer...
:[name=Palbolsky]:Que vois-je ? \N[1] a vaincu tous mes apprentis ?,":[name=Palbolsky]:Oh, what do I see? \N[1] won against all my apprentices?"
":[name=Palbolsky]:Mesdames et messieurs, le moment que vous attendiez tous est arrivé !",":[name=Palbolsky]:Ladies and gentlemen, the moment you've all been waiting for is here!"
:[name=Palbolsky]:Un challenger a débloqué le droit de me combattre ! Restez dans les environs pour assister à un match d'anthologie !,:[name=Palbolsky]:A new challenger unlocked the right to fight me! Stick around to assist to a match made in history!
":[name=Palbolsky]:Oh ! Il ne reste plus qu'un seul combat à gagner pour \N[1] avant de pouvoir m'affronter ! Tiens le coup, graine de \f[championne§champion] !",":[name=Palbolsky]:Oh! There's only one battle left for \N[1] before they can battle me! Keep it up, champion in the making!"
:[name=Palbolsky]:Oh ! Il ne reste que \V[26] combats à gagner pour \N[1] avant de pouvoir m'affronter !,:[name=Palbolsky]:Oh! There's still \V[26] battles left to win for \N[1] before they can challenge me!
:[name=Palbolsky]:La victoire revient à [NAME1] et [NAME2] !,:[name=Palbolsky]:The victory goes to [NAME1] and [NAME2]!
":[name=Palbolsky]:En tout cas, ce fut un match d'une grande intensité, j'espère que vous l'avez ressenti aussi dans les gradins !",":[name=Palbolsky]:In any case, it was a match of great intensity, I hope you felt it all the way to the stands!"
":[name=Palbolsky]:Challengers, je vais soigner vos Pokémon pour que vous n'ayez pas à aller au Centre Pokémon.",":[name=Palbolsky]:Challengers, I'll heal your Pokémon so you don't have to go to the Pokémon Center."
":[name=Palbolsky]:N'hésitez pas à revenir vous battre si vous le voulez, c'est toujours un plaisir d'assister à des matchs aussi passionnants !",":[name=Palbolsky]:Don't hesitate to come battle again if you want, it's always a pleasure to assist to such passionating battles!"
":[name=Palbolsky]:Chers spectateurs, merci d'être venus, et à la prochaine !",":[name=Palbolsky]:Dear spectators, thanks for coming, and see you all next time!"
:[name=Palbolsky]:Bienvenue à tous chers spectateurs !,":[name=Palbolsky]:Welcome to you all, dear spectators!"
":[name=Palbolsky]:Ce combat sera un combat solo un peu particulier, car celui-ci a été créé à la volée à l'aide de scripts !",":[name=Palbolsky]:This battle is a bit particular solo battle, as it was entirely created using scripts!"
":[name=Palbolsky]:Vous ne verrez pas de différence avec un combat ""normal"", mais sachez que c'est tout à fait possible et qu'ils permettent de faire bien plus de choses !",":[name=Palbolsky]:You won't see any difference between with a ""normal"" battle, but be aware that it's a thing and it allows you to make more things than a regular battle!"
":[name=Palbolsky]:À ma gauche, vous pourrez y retrouver [CLASS] [NAME], une docteure en informatique !",":[name=Palbolsky]:On my left, you'll find [CLASS] [NAME], a doctorate in computer science!"
":[name=Palbolsky]:À ma droite, \N[1], prêt\E à combattre les bugs et les crashs !",":[name=Palbolsky]:On my right, \N[1], ready to fight bugs and crashes!"
":[name=Palbolsky]:Challengers, c'est à vous !",":[name=Palbolsky]:Challengers, it's up to you!"
:[name=[NAME]]:L'analyse de tes patterns de combat me permettront de te vaincre.,:[name=[NAME]]:The analysis of your battle patterns will offer me the way to beat you.
:[name=Palbolsky]:Et c'est une victoire pour \N[1] !,:[name=Palbolsky]:Victory goes to \N[1]!
:[name=Palbolsky]:J'inscris cette victoire à l'ordinateur...,:[name=Palbolsky]:I'll add this victory to the computer...
:[name=Palbolsky]:Que vois-je ? \N[1] a vaincu tous mes apprentis ?,":[name=Palbolsky]:Oh, what do I see? \N[1] won against all my apprentices?"
":[name=Palbolsky]:Mesdames et messieurs, le moment que vous attendiez tous est arrivé !",":[name=Palbolsky]:Ladies and gentlemen, the moment you've all been waiting for is here!"
:[name=Palbolsky]:Un challenger a débloqué le droit de me combattre ! Restez dans les environs pour assister à un match d'anthologie !,:[name=Palbolsky]:A new challenger unlocked the right to fight me! Stick around to assist to a match made in history!
":[name=Palbolsky]:Oh ! Il ne reste plus qu'un seul combat à gagner pour \N[1] avant de pouvoir m'affronter ! Tiens le coup, graine de \f[championne§champion] !",":[name=Palbolsky]:Oh! There's only one battle left for \N[1] before they can battle me! Keep it up, champion in the making!"
:[name=Palbolsky]:Oh ! Il ne reste que \V[26] combats à gagner pour \N[1] avant de pouvoir m'affronter !,:[name=Palbolsky]:Oh! There's still \V[26] battles left to win for \N[1] before they can challenge me!
:[name=Palbolsky]:La victoire revient à [NAME] !,:[name=Palbolsky]:The victory goes to [NAME]!
":[name=Palbolsky]:En tout cas, ce fut un match d'une grande intensité, j'espère que vous l'avez ressenti aussi dans les gradins !",":[name=Palbolsky]:In any case, it was a match of great intensity, I hope you felt it all the way to the stands!"
":[name=Palbolsky]:Challengers, je vais soigner vos Pokémon pour que vous n'ayez pas à aller au Centre Pokémon.",":[name=Palbolsky]:Challengers, I'll heal your Pokémon so you don't have to go to the Pokémon Center."
":[name=Palbolsky]:N'hésitez pas à revenir vous battre si vous le voulez, c'est toujours un plaisir d'assister à des matchs aussi passionnants !",":[name=Palbolsky]:Don't hesitate to come battle again if you want, it's always a pleasure to assist to such passionating battles!"
":[name=Palbolsky]:Chers spectateurs, merci d'être venus, et à la prochaine !",":[name=Palbolsky]:Dear spectators, thanks for coming, and see you all next time!"
:[name=Palbolsky]:Bienvenue à tous chers spectateurs !,":[name=Palbolsky]:Welcome to you all, dear spectators!"
":[name=Palbolsky]:Ce combat sera un combat d'anthologie... Pourquoi, me demandez-vous ?",":[name=Palbolsky]:This battle will be battle made in history... Why, you'll ask me?"
":[name=Palbolsky]:Car aujourd'hui, je serai l'adversaire !",":[name=Palbolsky]:Because today, I will be the opponent!"
":[name=Palbolsky]:Je laisse donc ma place d'arbitre à [NAME], celle qui a gagné le précédent tournoi ! [NAME], je te laisse la parole.",":[name=Palbolsky]:I leave my referee title to [NAME], the victor of the last tournament! [NAME], the mic is yours!"
":[name=[NAME]]:Merci Palbolsky, je ferai de mon mieux !",":[name=[NAME]]:Thanks Palbolsky, I'll do my best!"
":[name=[NAME]]:Chers spectateurs, merci d'être venus pour assister à ce match !",":[name=[NAME]]:Dear spectators, thanks for assisting this match!"
":[name=[NAME]]:À ma gauche, le seul, l'unique, le Maître des Dragons de l'Île, j'ai nommé... Palbolsky !",":[name=[NAME]]:On my left, the one and only Master of the Island's Dragons: Palbolsky!"
":[name=[NAME]]:À ma droite, \f[la challengeuse§le challenger] qui a vaillamment gagné son ticket pour ce match...",":[name=[NAME]]:On my right, the challenger who valiantly gained their ticket for this match..."
":[name=[NAME]]:Va-t-\f[elle§il] défaire Palbolsky ? Nous le saurons à l'issue de ce match, mais en attendant, merci d'acclamer \N[1] !",":[name=[NAME]]:Will they defeat Palbolsky? We'll know that at the end of this battle, but for now, please cheer \N[1]!"
":[name=[NAME]]:Dresseurs, faites chauffer cette arène !",":[name=[NAME]]:Trainers, get this arena fired up!"
":[name=Palbolsky]:Eh bien, après une telle présentation on ne peut que se donner à fond.",":[name=Palbolsky]:Well, after such a presentation we can give it our all!"
":[name=Palbolsky]:\N[1], tes récents matchs ont été exceptionnels. J'attends de toi que tu me combattes avec la même ardeur, voire plus encore !",":[name=Palbolsky]:\N[1], your recent battles were exceptional. I expect you to fight me with the same ardor, or even more!"
:[name=Palbolsky]:Mais sache que je ne me laisserai pas faire !,:[name=Palbolsky]:But know that I won't let you get me down!
":[name=[NAME]]:Mesdames et messieurs, après ce match exceptionnel, je suis fière de vous annoncer la victoire de... \N[1] !",":[name=[NAME]]:Ladies and gentlemen, now that this fantastic match is over, I am proud to announce the victory of... \N[1]!"
":[name=[NAME]]:J'aurais bien inscrit moi-même la victoire dans l'ordinateur... Mais je ne sais pas comment faire, je laisse donc Palbolsky s'en charger !",":[name=[NAME]]:I would have entered the victory into the computer myself, but I don't know how it works, so I'll let Palbolsky handle it!"
":[name=Palbolsky]:Ne t'inquiète pas, [NAME], je m'en occupe.",":[name=Palbolsky]:Don't worry, [NAME], I got it."
":[name=Palbolsky]:Avec cette victoire, \N[1], tu as officiellement triomphé de l'Arène de Combat.",":[name=Palbolsky]:After this victory, \N[1], you have officially triumphed over the Battle Arena."
:[name=Palbolsky]:C'est donc avec grand plaisir que je te donne ma Pierre Insolite.,:[name=Palbolsky]:It's with great pleasure I give you my Intriguing Stone.
:[name=Palbolsky]:Je voudrais aussi que tu acceptes ceci...,:[name=Palbolsky]:I also would like you to accept this...
