fr,en
:[name=Nuri Yuri]:Eh ! On n'est pas des feignasses ici !\nlEssaie encore...[WAIT 40],Hey! We're not slackers!\nlTry again...[WAIT 40]:[name=Nuri Yuri]:
:[name=Nuri Yuri]:Question 3 :\nlCombien d'entités peuvent te suivre au maximum ?,Question 3:\nlHow many entities can follow you at maximum?:[name=Nuri Yuri]:
1,1
2,2
6,6
Plus de 6,More than 6
:[name=Nuri Yuri]:Un peu plus...\nlEssaie encore...[WAIT 40],A bit more...\nlTry again...[WAIT 40]:[name=Nuri Yuri]:
:[name=Nuri Yuri]:Mauvaise réponse !\nlEssaie encore...[WAIT 40],Wrong!\nlTry again...[WAIT 40]:[name=Nuri Yuri]:
:[name=Nuri Yuri]:Mauvaise réponse !\nlEssaie encore...[WAIT 40],Wrong!\nlTry again...[WAIT 40]:[name=Nuri Yuri]:
:[name=Nuri Yuri]:Bonne réponse ![WAIT 40]\nlQuestion suivante.,Correct![WAIT 40]\nlNext question.:[name=Nuri Yuri]:
:[name=Nuri Yuri]:Question 4 :\nlComment faire pour que le follower bouge sans le joueur ?,Question 4:\nlHow can you set the route of a follower without having the player move?:[name=Nuri Yuri]:
Lui demander,Asking them
Modifier la variable 21,Changing variable 21
Commande Déplacer,Set Move Route
C'est impossible,It's impossible
:[name=Nuri Yuri]:N'importe quoi...\nlEssaie encore...[WAIT 40],What are you saying...?\nlTry again...[WAIT 40]:[name=Nuri Yuri]:
:[name=Nuri Yuri]:Bonne réponse ![WAIT 40]\nlTu as répondu à la perfection !,Correct![WAIT 40]\nlYou answered perfectly!:[name=Nuri Yuri]:
:[name=Nuri Yuri]:Mauvaise réponse !\nlEssaie encore...[WAIT 40],Wrong!\nlTry again...[WAIT 40]:[name=Nuri Yuri]:
:[name=Nuri Yuri]:Mauvaise réponse !\nlEssaie encore...[WAIT 40],Wrong!\nlTry again...[WAIT 40]:[name=Nuri Yuri]:
:[name=Nuri Yuri]:Félicitations !\nlTu as répondu à toutes mes questions.,Congratulations! You answered all my questions.:[name=Nuri Yuri]:
":[name=Nuri Yuri]:C'est vrai qu'elles n'étaient pas très dures, mais ça montre que tu as bien parlé à tout le monde ici.","They weren't super hard, but I can see you spoke to everybody in this room.:[name=Nuri Yuri]:"
:[name=Nuri Yuri]:Voici le fameux objet que je t'avais promis.,Here's the present I promised you.:[name=Nuri Yuri]:
:[name=Nuri Yuri]:Il me semble que c'est SirMalo qui collectionne ces cailloux bizaroïdes.,I believe SirMalo collects these kind of odd rocks.:[name=Nuri Yuri]:
:[name=Nuri Yuri]:Tu devrais aller lui en parler dans le Hall de la Tour !,You should go talk to him in the Tower's Hall!:[name=Nuri Yuri]:
:[name=Nuri Yuri]:Il me semble que c'est SirMalo qui collectionne ces cailloux bizaroïdes.,I believe SirMalo collects these kind of odd rocks.:[name=Nuri Yuri]:
:[name=Nuri Yuri]:Tu devrais aller lui en parler dans le Hall de la Tour !,You should go talk to him in the Tower's Hall!:[name=Nuri Yuri]:
"Comme cette tasse n'a pas besoin d'apparence, son nom comporte le nametag \c[5]""[sprite=off]""\c[0].","As this mug doesn't need to have an event graphics, its name has the nametag \c[5]""[sprite=off]""\c[0]."
Mon Kirlia peut téléporter les objets et les gens à volonté !,My Kirlia can teleport objects and people!
"C'est grâce à son attaque Téléport, mais aussi grâce à la commande \c[5]""$game_player.moveto""\c[0].","It's thanks to its move Teleport, but also with the \c[5]""$game_player.moveto""\c[0] command."
"Contrairement à la commande basique de téléportation, \c[5]""moveto""\c[0] ne réinitialise pas la map, ni la musique jouée.","Unlike the basic warping command, \c[5]""moveto""\c[0] doesn't reinitialize the map or the music."
C'est donc pratique dans certains cas.,It's quite handy in some situations.
Tu veux expérimenter par toi-même ?,Do you want to try it yourself?
"Kirlia, attaque Téléport !","Kirlia, use Teleport!"
:[name=Kirlia]:Kiii ![WAIT 50],:[name=Kirlia]:Kiii ![WAIT 50]
Kirlia utilise Téléport !,Kirlia uses Teleport!
T'aimes pas les sensations fortes ?,Don't you like thrilling sensations?
:[name=Kirlia]:Kiii ![WAIT 50],:[name=Kirlia]:Kiii ![WAIT 50]
Bonjour !,Hello!
"J'ai le \c[5]nametag $ \c[0]dans mon nom, donc mon apparence reste la même sur toutes les pages qui composent mon évènement.","I've got the \c[5]nametag $\c[0] in my event's name, so my graphics stay the same on all the pages of my event."
Tu en penses quoi ?,What do you think about that?
C'est pratique,It's handy
C'est utile,It's useful
Eh oui ! C'est pratique pour ne pas avoir à configurer l'apparence à chaque fois.,It is! So you don't have to set the graphics each time.
Eh oui ! C'est utile pour ne pas oublier une apparence sur une page...,It is! So you won't forget to set the graphics on a page...
J'ai demandé à mon Pokémon Spectre de me rendre transparent comme lui !,I asked my Ghost Pokémon to make me half-transparent like him!
J'ai aussi utilisé le \c[5]nametag §\c[0] pour supprimer mon ombre.,I also used the \c[5]nametag §\c[0] to delete my shadow.
Chan-mé !,Sheesh!
"Je vois que tu as activé le mode ""Let's go"" pour les Pokémon suiveurs.","I see you enabled the ""Let's Go"" mode for followers."
"Si tu veux manipuler les Pokémon suiveurs de la version HGSS, je vais devoir le désactiver d'abord.\nlQu'en dis-tu ?","If you want to make some manipulations on followers based on the HGSS versions, I need to disable it first.\nlIs it OK for you?"
C'est noté ! Je désactive ce système alors.,All right! I disable the system then.
Très bien.,Very fine.
"Alors, tes Pokémon apprécient leur balade ?","So, do your Pokémon enjoy the walk?"
Tu veux modifier quelque chose ?,Do you want to change somehting?
Arrêter,Stop
Modifier le nombre,Change the number
Rien,Nothing
C'est toi qui vois.,It's up to you.
Je désactive l'\c[5]interrupteur 19\c[0] dans ce cas.,"I put the \c[5]switch 19\c[0] on Off, then."
"Plus on est de fous, plus on rit, hein !","The more, the merrier, right?"
Tu veux que combien de Pokémon te suivent ?,How many following Pokémon would you like?
Un,One
Deux,Two
Trois,Three
Toute l'équipe,The whole party
Tiens ! Je remarque que tu gardes tes Pokémon dans leurs Poké Balls...,I notice you keep your Pokémon in their Poké Balls...
Ça te dirait que le premier Pokémon de ton équipe te suive ?,Would you like to be followed by the first Pokémon in your Party?
Fais-lui prendre un peu l'air !,Enjoy the fresh air!
J'ai simplement activé l'\c[5]interrupteur 19\c[0] et passé la \c[5]variable 19\c[0] sur 1.,I just enabled \c[5]switch 19\c[0] and set \c[5]variable 19\c[0] to 1.
N'oublie pas la commande \c[5]Yuki::FollowMe.smart_disable \c[0] pour activer ou désactiver le follow-me de manière intelligente.,Don't forget the \c[5]Yuki::FollowMe.smart_disable \c[0] command to enable or disable the follow-me system dynamically.
"S'ils y sont bien, c'est l'essentiel.","If they're feeling good there, that's the main thing."
"Comme cette tasse n'a pas besoin d'apparence, son nom comporte le nametag \c[5]""[sprite=off]""\c[0].","Since this mug's graphics are already on the tileset, it has the nametag \c[5]""[sprite=off]""\c[0]."
J'entraîne mon Anchwatt pour qu'il lévite bien haut.,I train my Tynamo so that it levitates very high.
"Grâce à son Talent Lévitation, il n'a aucune faiblesse !","With its Ability Levitate, it has no weakness!"
"La technique peut paraître complexe, mais si tu lis bien les commentaires de l'évènement, tu comprendras.","The technic might look quite complex, but if you read the comments in the event carrefully, you'll get it."
Regarde bien.,Check that.
Bravo !,Nice!
"Maintenant, redescend.","Now, back down."
C'est un travail de longue haleine.,It's a long-term job.
"La commande \c[5]""offset_screen_y""\c[0] couplée à une boucle m'a bien aidé.","The \c[5]""offset_screen_y""\c[0] coupled with a loop helped me well."
":[name=Anchwatt]:Chwatt, chwatt ![WAIT 50]",":[name=Tynamo]:Namo, Namo![WAIT 50]"
