fr,en
La créature vous attaque !,The creature attacks you!
:[name=Scor]:Tu l'as capturé ?,:[name=Scor]:Did you catch it?
":[name=Scor]:Comme je le pensais, c'était donc bien un Motisma.\nlMaintenant qu'il ne pompe plus l'énergie du générateur principal, la lumière devrait revenir...",":[name=Scor]:As I thought, it was a Rotom.\nlNow that it can't syphon the generator's energy, the light should be back around..."
:[name=Scor]:Maintenant.,:[name=Scor]:Now.
:[name=Scor]:C'était rapide.,:[name=Scor]:That was fast.
":[name=Scor]:Merci pour le coup de main, ça aurait été compliqué seul, surtout vu le nombre de Pokémon sauvages qui ont tenté de s'introduire ici.",":[name=Scor]:Thanks for the helping hand, alone it would have been a much harder task, with all the wild Pokémon that tried to enter the room!"
":[name=Scor]:Tiens, un petit cadeau en gage de remerciement.",":[name=Scor]:Here, take this gift as a token of thanks."
":[name=Scor]:Pendant que j'y pense, il me semble qu'à l'étage du Laboratoire, un chercheur a amené divers appareils...\nlTu pourrais peut-être aller voir ça avec Motisma ?",":[name=Scor]:Now that I think about it, I believe a scientist brought a lof of different devices to the Laboratory floor...\nlMaybe you could have a look at it with Rotom?"
":[name=Scor]:Si tu veux revenir me voir, en tout cas, tu sais où me trouver !",":[name=Scor]:If you want to come see me again, you know where to find me!"
Le Pokémon retourne dans la télévision pour regagner des forces.,The Pokémon returns to the television to gain back its strength.
"Sans Motisma à l'intérieur, la télévision est maintenant totalement éteinte.","Without Rotom inside, the television is now completely out of order."
Une vieille radio. Elle semble ne plus avoir de batterie.,An old radio. It seems like it doesn't have any charge left.
C'est étrange cette manie qu'ont les gens de fouiller dans les poubelles...,Dumpster diving is such a weird obsession...
Vous pensez que toutes les poubelles contiennent des choses ?,Do you believe all dumpsters contain things?
"Eh bien navré, mais ce n'est pas le cas de celle-ci.","Well, sorry not sorry, this one does not."
"Elle ne contient pas d'objet intéressant, mais elle contient des mots.","It does not contain any interesting item, but it contains words."
Beaucoup de mots.\nlDes mots que vous êtes en train de lire.,A lot of words.\nlWords you're currently reading.
"... Oh, tiens, un CD au fond de la poubelle.","... Oh, wait, there's a CD at the bottom of the dumpster."
La poubelle se tait à jamais.,The dumpster is now forever silent.
Un ordinateur portable.\nlIl ne semble plus avoir de charge.,A laptop.\nlIt seems like the battery died.
":[name=Scor]:Ah, te voilà.\nlJe préférais t'attendre, histoire qu'on soit deux pour régler le souci.",":[name=Scor]:Ah, there you are.\nlI preferred to wait for you, as there won't be many of us to fix this problem."
:[name=Scor]:Les lumières générales du sous-sol sont toutes éteintes et tous les appareils de cette pièce n'ont plus de courant.,:[name=Scor]:The general lights of this basement and all the devices in here are out of power.
":[name=Scor]:Seules les lumières secondaires du sous-sol sont encore allumées, parce qu'elles sont branchées sur un générateur auxiliaire...\nlEt y a cette télévision.",":[name=Scor]:Only the basement's secondary lights are still on, as they're connected to an auxiliary generator...\nlAnd then there's this television."
:[name=Scor]:Tu seras d'accord avec moi : ça ne fait aucun sens de brancher une télé sur un générateur auxiliaire.,:[name=Scor]:I'm sure you'll agree with me: it makes no sense to plug a television to an auxiliary generator.
:[name=Scor]:On peut donc en déduire que le souci vient de la télé...\nlOu plus particulièrement de ce qui l'habite.,:[name=Scor]:So we can deduce the problem is caused by this television..\nl And more specifically by what's inhabiting it.
":[name=Scor]:J'ai mon avis sur la question, mais je préfère ne pas m'avancer.",":[name=Scor]:I have my own theory, but I prefer to keep it to myself for now."
":[name=Scor]:Ce qui est sûr, c'est que nous avons affaire à un Pokémon Électrik. Ça expliquerait pourquoi le générateur principal est K.O. et pourquoi la télévision continue de fonctionner.",":[name=Scor]:The only sure thing is, it must be an Electric Pokémon. It would explain why the main generator is down and why the television is still working."
":[name=Scor]:Je couvre tes arrières, occupe-toi de ce Pokémon.\nlAttention cela dit : tu vas devoir le capturer.",":[name=Scor]:I'm covering you, you take care of this Pokémon.\nlA little warning though: you'll need to catch it."
":[name=Scor]:Si tu le mets K.O. ou que tu fuis, il n'aura qu'à rentrer dans la télévision pour refaire le plein d'énergie.",":[name=Scor]:If you defeat it or if you flee, it will need to enter the television again to recharge its batteries."
":[name=Scor]:Et puis, c'est certainement un bon Pokémon, qui plus est rare.\nlÇa serait dommage de se priver d'une telle capture !",":[name=Scor]:And, well, it's certainly a good Pokémon, a rare one at that.\nlIt would be a shame to deprive yourself of such a catch!"
":[name=Scor]:Va voir la télévision dès que tu te sens prêt\E, et n'oublie pas de prendre des Poké Balls !",":[name=Scor]:Check the television when you feel ready, and don't forget to bring some Poké Balls!"
:[name=Scor]:Je vais me poster juste devant l'entrée pour m'occuper des Pokémon sauvages qui pourraient être attirés par le bruit.,:[name=Scor]:I'll stand over there to deal with the wild Pokémon attracted by the noise.
":[name=Scor]:Va voir la télévision dès que tu te sens prêt\E à capturer ce Pokémon, je couvre tes arrières !",":[name=Scor]:Talk to the television when you feel ready to catch this Pokémon, I've got your back!"
":[name=Scor]:Oh, tiens, \N[1], sympa de venir me rendre visite !",":[name=Scor]:Oh, well, \N[1], thanks for visiting me!"
":[name=Scor]:Je bosse sur un projet secret défense, donc je peux pas trop t'en parler...",":[name=Scor]:I'm working on a top-secret project, so I can't speak about it here..."
":[name=Scor]:Hésite pas à revenir me voir à l'occasion, on se sent rapidement seul ici.",":[name=Scor]:Please come back to see me again when you have some time, it's quite lonely here."
