en,fr,it,de,es,ko,kana
"Its nature is to store up electricity. Forests where nests of Pikachu live are dangerous, since the trees are so often struck by lightning.","Son corps peut accumuler de l’électricité. Les forêts abritant des groupes de Pikachu sont d’ailleurs souvent frappées par la foudre.","Accumula naturalmente elettricità. I boschi popolati da gruppi di Pikachu sono pericolosi perché continuamente colpiti dai fulmini.","Es liegt in seiner Natur, konstant Elektrizität zu speichern. Die Wälder, in denen Pikachu leben, bergen stets die Gefahr eines Blitzgewitters.","Acumulan electricidad de forma natural. Los bosques donde habitan en grupos están en peligro constante de ser alcanzados por rayos.","전기를 모으는 성질을 띠고 있다. 피카츄가 무리 지어 사는 숲은 낙뢰가 끊이지 않아 위험하다.","でんきを　ためこむ　せいしつ。 ピカチュウが　むれて　くらす　もりは らくらいが　たえず　キケンだ。"
"Its nature is to store up electricity. Forests where nests of Pikachu live are dangerous, since the trees are so often struck by lightning.","Son corps peut accumuler de l’électricité. Les forêts abritant des groupes de Pikachu sont d’ailleurs souvent frappées par la foudre.","Accumula naturalmente elettricità. I boschi popolati da gruppi di Pikachu sono pericolosi perché continuamente colpiti dai fulmini.","Es liegt in seiner Natur, konstant Elektrizität zu speichern. Die Wälder, in denen Pikachu leben, bergen stets die Gefahr eines Blitzgewitters.","Acumulan electricidad de forma natural. Los bosques donde habitan en grupos están en peligro constante de ser alcanzados por rayos.","전기를 모으는 성질을 띠고 있다. 피카츄가 무리 지어 사는 숲은 낙뢰가 끊이지 않아 위험하다.","でんきを　ためこむ　せいしつ。 ピカチュウが　むれて　くらす　もりは らくらいが　たえず　キケンだ。"
"Its nature is to store up electricity. Forests where nests of Pikachu live are dangerous, since the trees are so often struck by lightning.","Son corps peut accumuler de l’électricité. Les forêts abritant des groupes de Pikachu sont d’ailleurs souvent frappées par la foudre.","Accumula naturalmente elettricità. I boschi popolati da gruppi di Pikachu sono pericolosi perché continuamente colpiti dai fulmini.","Es liegt in seiner Natur, konstant Elektrizität zu speichern. Die Wälder, in denen Pikachu leben, bergen stets die Gefahr eines Blitzgewitters.","Acumulan electricidad de forma natural. Los bosques donde habitan en grupos están en peligro constante de ser alcanzados por rayos.","전기를 모으는 성질을 띠고 있다. 피카츄가 무리 지어 사는 숲은 낙뢰가 끊이지 않아 위험하다.","でんきを　ためこむ　せいしつ。 ピカチュウが　むれて　くらす　もりは らくらいが　たえず　キケンだ。"
"Its nature is to store up electricity. Forests where nests of Pikachu live are dangerous, since the trees are so often struck by lightning.","Son corps peut accumuler de l’électricité. Les forêts abritant des groupes de Pikachu sont d’ailleurs souvent frappées par la foudre.","Accumula naturalmente elettricità. I boschi popolati da gruppi di Pikachu sono pericolosi perché continuamente colpiti dai fulmini.","Es liegt in seiner Natur, konstant Elektrizität zu speichern. Die Wälder, in denen Pikachu leben, bergen stets die Gefahr eines Blitzgewitters.","Acumulan electricidad de forma natural. Los bosques donde habitan en grupos están en peligro constante de ser alcanzados por rayos.","전기를 모으는 성질을 띠고 있다. 피카츄가 무리 지어 사는 숲은 낙뢰가 끊이지 않아 위험하다.","でんきを　ためこむ　せいしつ。 ピカチュウが　むれて　くらす　もりは らくらいが　たえず　キケンだ。"
"Its nature is to store up electricity. Forests where nests of Pikachu live are dangerous, since the trees are so often struck by lightning.","Son corps peut accumuler de l’électricité. Les forêts abritant des groupes de Pikachu sont d’ailleurs souvent frappées par la foudre.","Accumula naturalmente elettricità. I boschi popolati da gruppi di Pikachu sono pericolosi perché continuamente colpiti dai fulmini.","Es liegt in seiner Natur, konstant Elektrizität zu speichern. Die Wälder, in denen Pikachu leben, bergen stets die Gefahr eines Blitzgewitters.","Acumulan electricidad de forma natural. Los bosques donde habitan en grupos están en peligro constante de ser alcanzados por rayos.","전기를 모으는 성질을 띠고 있다. 피카츄가 무리 지어 사는 숲은 낙뢰가 끊이지 않아 위험하다.","でんきを　ためこむ　せいしつ。 ピカチュウが　むれて　くらす　もりは らくらいが　たえず　キケンだ。"
"Its nature is to store up electricity. Forests where nests of Pikachu live are dangerous, since the trees are so often struck by lightning.","Son corps peut accumuler de l’électricité. Les forêts abritant des groupes de Pikachu sont d’ailleurs souvent frappées par la foudre.","Accumula naturalmente elettricità. I boschi popolati da gruppi di Pikachu sono pericolosi perché continuamente colpiti dai fulmini.","Es liegt in seiner Natur, konstant Elektrizität zu speichern. Die Wälder, in denen Pikachu leben, bergen stets die Gefahr eines Blitzgewitters.","Acumulan electricidad de forma natural. Los bosques donde habitan en grupos están en peligro constante de ser alcanzados por rayos.","전기를 모으는 성질을 띠고 있다. 피카츄가 무리 지어 사는 숲은 낙뢰가 끊이지 않아 위험하다.","でんきを　ためこむ　せいしつ。 ピカチュウが　むれて　くらす　もりは らくらいが　たえず　キケンだ。"
"As electricity builds up inside its body, it becomes more aggressive. One theory is that the electricity buildup is actually causing stress.","Plus il est chargé en électricité, plus il se montre agressif. D’aucuns pensent que ce courant électrique le stresse.","Diventa più aggressivo con l’accumularsi di energia elettrica. Alcuni pensano che sia l’elettricità stessa a causargli stress.","Je mehr es sich elektrisch auflädt, desto aggressiver wird es. Man vermutet, dass die Elektrizität den Stress verursache.","Se vuelve más agresivo a medida que acumula electricidad. Hay quien afirma que esta le provoca estrés.","몸에 전기가 쌓일수록 공격적으로 변한다. 사실은 전기가 스트레스라는 설도 있다.","からだに　でんきが　たまるに　つれ こうげきてきに。　じつは　でんきが ストレスなのではという　せつもある。"
"It lives in areas of limited rainfall. When danger approaches, it curls up into a ball to protect its soft stomach.","Il vit dans les régions où il pleut rarement. Quand il est en danger, il se roule en boule pour protéger son ventre, qui est son point faible.","Vive in zone con scarse precipitazioni. Quando è minacciato da un pericolo, si raggomitola per proteggere il ventre molle.","Es lebt in trockenen Gebieten mit wenig Regen. Bei Gefahr rollt es sich zu einem Ball zusammen und schützt so seine weiche Bauchgegend.","Prefiere hábitats secos. Cuando intuye peligro, se enrolla hasta hacerse una bola para proteger las partes blandas de su cuerpo.","비가 적은 토지에 살고 있다. 위험한 상황이 되면 몸을 웅크려 부드러운 배를 지킨다.","あめの　すくない　とちに　すんでいる。 きけんが　せまると　からだを　まるめ やわらかい　おなかを　まもるぞ。"
"Its claws and horns often break off. The broken claws and horns can be used to carve plows for tilling farm fields.","Ses épines et ses griffes se cassent souvent. Ces pointes brisées peuvent servir d’outils pour creuser le sol.","I suoi aculei si spezzano spesso. Una volta recuperati, si possono usare per fabbricare attrezzi per coltivare la terra.","Seine Krallen und Stacheln brechen oft ab. Sie werden dann zu Werkzeugen für den Ackerbau verarbeitet.","Sus garras y púas se caen con frecuencia y pueden recogerse para elaborar aperos de labranza.","발톱과 뿔이 잘 부러진다. 부러진 발톱과 뿔은 땅을 일구는 도구로 만들어진다.","よく　ツメや　ツノが　おれてしまう。 おれた　ツメや　ツノで　つちを たがやす　どうぐが　つくられる。"
"Its beautiful tails have made it very popular. However, if it’s not brushed diligently, it will be a mass of tangles before you know it.","Ses queues magnifiques en font un Pokémon très populaire. Il faut toutefois les lui brosser fréquemment pour éviter les nœuds.","Le sue code lo rendono un Pokémon molto amato. Vanno spazzolate con cura per evitare che si riempiano subito di nodi.","Dank seiner hübschen Schweife erfreut es sich großer Beliebtheit. Wird es aber nicht regelmäßig gebürstet, ist es sofort voller Fellknäuel.","Es muy popular por sus hermosas colas. Hay que cepillárselas a menudo o, de lo contrario, se le hacen enredos todo el rato.","아름다운 꼬리 때문에 인기가 많다. 단 바지런히 빗질을 하지 않으면 순식간에 헝클어진다.","うつくしい　シッポで　だいにんき。 ただし　まめに　ブラッシングしないと あっというまに　けだまだらけになる。"
"It is vindictive and relentless by nature. Those who cross it even once will be cursed for a thousand years, along with their descendants.","Un Pokémon très rancunier. S’il est offensé, son ressentiment peut poursuivre le coupable et sa descendance pendant un millénaire.","È molto ostinato e vendicativo. Chi si attira il suo rancore cade vittima di una maledizione millenaria che si trasmette anche ai discendenti.","Dieses Pokémon ist sehr rachsüchtig. Wer seinen Groll provoziert, den verfolgt bis in seine Nachkommenschaft ein tausendjähriger Fluch.","Un Pokémon extraordinariamente vengativo. Si recibe una afrenta, su rencor puede perdurar durante un milenio y trascender generaciones.","끈질기고 집념이 강한 성질을 가졌다. 한 번 원한을 사면 자손을 포함해 1000년간 해를 입는다.","しつこく　しゅうねんぶかい　せいしつ。 １ど　うらむと　しそんを　ふくめ １０００ねんかん　たたりつづける。"
"It travels through tunnels that it digs underground. It hates sunlight, so it comes out only after the sun goes down.","Il se déplace en creusant des tunnels. Il déteste la lumière et n’apparaît à la surface qu’une fois le soleil couché.","Si sposta scavando gallerie nel terreno. Odia la luce e sale in superficie solo dopo il tramonto.","Es gräbt unterirdische Tunnel und bewegt sich darin fort. Da es Licht verabscheut, taucht es erst nachts wieder an der Oberfläche auf.","Se desplaza excavando túneles subterráneos. No soporta la luz brillante, por lo que solo sale a la superficie tras la puesta de sol.","지하에 터널을 파서 이동한다. 빛을 싫어해서 해가 진 후에 지상으로 나온다.","ちかに　トンネルを　ほって　いどう。 ひかりが　きらいなので　ちじょうに でてくるのは　ひが　しずんでから。"
"While the three of them normally get along splendidly, on rare occasions a huge fight will break out over which head gets to eat first.","Ces triplés s’entendent à merveille, mais en de rares occasions, une terrible dispute éclate pour savoir qui va manger en premier.","In genere le tre teste vanno d’accordo, ma a volte può capitare che scoppi una lite furiosa per decidere quale mangerà per prima.","Digdri sind Drillinge und normalerweise ein Herz und eine Seele. Nur ganz selten streiten sie sich, welcher Kopf zuerst ans Futter darf.","Este trío se lleva de maravilla, aunque muy de vez en cuando se enzarzan en acaloradas disputas para decidir cuál come primero.","언제나 사이좋은 세쌍둥이지만 극히 드물게 어느 머리가 먼저 먹이를 먹을까로 큰 싸움을 한다.","いつも　なかよしの　３つごだが ごく　まれに　どのあたまが　はじめに エサを　くうかで　おおゲンカになる。"
"When visiting a junkyard, you may catch sight of it having an intense fight with Murkrow over shiny objects.","Il n’est pas rare de l’apercevoir dans les décharges, où il se dispute souvent quelque objet brillant avec un Cornèbre.","Nelle discariche capita di vederlo lottare furiosamente con Murkrow per gli oggetti luccicanti.","Auf Müllhalden wird man oft Zeuge davon, wie es sich einen heftigen Streit mit Kramurx um glänzende Gegenstände liefert.","No es extraño encontrarlos en los vertederos, donde suelen pelearse con los Murkrow por cualquier objeto reluciente.","쓰레기장에 가면 빛이 나는 물건을 두고 니로우와 격렬하게 싸우는 광경을 볼 수 있다.","ゴミすてばに　いくと　ひかりものを めぐって　ヤミカラスと　はげしく ケンカする　こうけいが　みられる。"
"Although the jewel on its forehead appears to be a different color than those of Alolan Persian, it’s mostly made of the same material.","Malgré une composition quasiment identique, sa gemme est d’une couleur différente de celle du Persian d’Alola.","La gemma che ha sulla fronte è di un colore diverso da quella dei Persian di Alola, ma è composta praticamente dello stesso il materiale.","Das Juwel auf seiner Stirn hat eine andere Farbe als jenes von Snobilikat aus Alola, doch die Zusammensetzung ist großteils gleich.","La joya que luce en la frente presenta una coloración distinta a la del Persian de Alola, aunque la composición es casi idéntica.","알로라의 페르시온과는 이마의 보석 색깔이 다르지만, 성분은 크게 다르지 않다.","アローラの　ペルシアンとは　ひたいの ほうせきのいろが　ちがって　みえるが せいぶんは　あまり　かわらないのだ。"
"Alakazam uses its psychic powers to make the spoons it carries. Each spoon is an original that there’s only one of in the whole world.","Il a lui-même créé ses cuillers avec sa propre force psychique. Chaque exemplaire est unique au monde.","I cucchiai che ha con sé sono stati creati grazie ai suoi poteri psichici e sono esemplari unici al mondo.","Die beiden Löffel hat es mithilfe seiner Psycho- Kräfte selbst erschaffen. Jeder von ihnen ist weltweit einzigartig.","Las cucharas que lleva las creó él mismo con sus poderes psíquicos. Son únicas en el mundo entero.","지니고 있는 숟가락은 후딘이 초능력으로 만들어 낸 것이다. 이 세상에 1개뿐인 오리지널이다.","もっている　スプーンは　フーディンが ちょうのうりょくで　うみだしたもの。 せかいに　１ぽんだけの　オリジナル。"
"Geodude that have lived a long life have had all their edges smoothed out until they’re totally round. They also have a calm, quiet disposition.","Les aspérités de Racaillou s’adoucissent au fil des années, tout comme sa personnalité. Il devient tout lisse, tout rond, et tout calme.","Col passare degli anni le asperità del suo corpo vengono levigate, rendendolo perfettamente rotondo, e il suo carattere si fa più tranquillo.","Mit dem Alter verliert es zunehmend seine Kantigkeit, bis es vollkommen rund und auch charakterlich immer ausgeglichener wird.","Con la edad, su temperamento se amansa y su cuerpo se va alisando hasta adquirir una forma completamente redonda.","오래 산 꼬마돌은 모가 없이 동그랗다. 성격도 매우 차분하고 온화하다.","ながく　いきた　イシツブテは　かどが とれて　まんまる。　せいかくも　とても おちついていて　おだやか　なのだ。"
"It climbs up cliffs as it heads toward the peak of a mountain. As soon as it reaches the summit, it rolls back down the way it came.","Il escalade les falaises pour en atteindre les sommets. Une fois tout en haut, il se laisse rouler par le chemin d’où il est arrivé.","Scala le pareti scoscese delle montagne e, una volta raggiunta la vetta, rotola giù lungo lo stesso percorso.","Es klettert Berghänge bis zum Gipfel empor. Einmal oben angekommen, rollt es über den Bergpfad sogleich wieder hinunter.","Escala los riscos de las montañas y, una vez alcanzada la cima, desciende rodando por los senderos.","정상을 목표로 절벽을 오른다. 정상에 도착하면 곧바로 올라온 산길을 굴러 내려간다.","がけを　のぼり　さんちょうを　めざす。 てっぺんに　つくなり　すぐに　きた やまみちを　ころがり　おちていく。"
"When Golem grow old, they stop shedding their shells. Those that have lived a long, long time have shells green with moss.","Lorsqu’il arrive à un âge avancé, il arrête de muer. Un Grolem ayant vécu très longtemps est recouvert de mousse verte.","Quando invecchia, non fa più la muta. Il guscio dei Golem molto anziani si ricopre di muschio tingendosi di verde.","Im Alter hört es auf, sich zu häuten. Der Panzer betagter Geowaz ist mit dichtem, grünem Moos bewachsen.","A medida que envejece, pierde la facultad de mudar la piel. Se han observado ejemplares de edad avanzada totalmente cubiertos de musgo.","나이가 들면 탈피를 하지 않는다. 긴 세월을 산 딱구리의 껍질은 이끼가 끼어 초록색이다.","としおいると　だっぴ　しなくなる。 ながくながく　いきた　ゴローニャの カラは　こけむしていて　みどりだ。"
"Spacing out is basically all it does. It turns back into Slowpoke if its tail, along with Shellder, breaks off.","Ce Pokémon passe son temps dans l’oisiveté la plus totale. Sa queue se détache parfois et il perd son Kokiyas, redevenant ainsi un Ramoloss.","Ha sempre un’aria un po’ assente. Se perde la coda e lo Shellder che vi è attaccato, si trasforma in uno Slowpoke.","Ein von Grund auf begriffsstutziges Pokémon. Verliert es seine Rute mitsamt Muschas, entwickelt es sich zu Flegmon zurück.","Vive en un estado de distracción constante. Si el Shellder que tiene en la cola se desprende, revierte a su estadio evolutivo anterior.","기본적으로 멍하니 있다. 꼬리가 끊겨 셀러가 떨어지면 야돈으로 돌아간다.","きほんてきに　ぼんやり　している。 シッポが　ちぎれて　シェルダーが はずれてしまうと　ヤドンに　もどる。"
"It was born from sludge on the ocean floor. In a sterile environment, the germs within its body can’t multiply, and it dies.","Il est né de la vase polluée des fonds marins. Dans les lieux trop propres, sa flore bactérienne ne peut pas proliférer et il dépérit.","Proviene dal fango dei fondali marini. Non può sopravvivere in ambienti puliti perché i batteri nel suo corpo non riescono a moltiplicarsi.","Sleima ist aus dem Schlamm am Meeresgrund entstanden. An sterilen Orten kann es seine Bakterien nicht kultivieren und stirbt.","Surgió del limo oceánico. En hábitats impolutos, los gérmenes de su cuerpo no pueden medrar y termina falleciendo.","바다 밑의 진흙에서 태어났다. 청결한 장소에서는 체내의 세균이 증식되지 않아 죽어 버린다.","かいていの　ヘドロから　うまれた。 せいけつな　ばしょでは　たいないの ばいきんが　ふやせず　しんでしまう。"
"Their food sources have decreased, and their numbers have declined sharply. Sludge ponds are being built to prevent their extinction.","Faute de nourriture, la population de Grotadmorv diminue rapidement. Pour éviter son extinction, des étangs de fange artificiels ont été creusés.","Il loro numero è calato drasticamente a causa della mancanza di cibo. Per evitarne l’estinzione, sono state create pozze di liquami artificiali.","Aufgrund von Futtermangel sieht man es immer seltener. Um es vom Aussterben zu bewahren, werden nun künstliche Schlammteiche angelegt.","Su número ha disminuido por falta de sustento, por lo que se han creado estanques de lodo artificiales para salvarlo de la extinción.","먹이가 줄어들어 개체 수가 격감했다. 멸종을 방지하기 위해  인공 진흙 연못을 만들기 시작했다.","エサが　へって　かずも　げきげん。 ぜつめつを　ふせぐため　じんこうの ヘドロいけが　つくられはじめた。"
"You can hear tales told all over the world about how Gengar will pay a visit to children who are naughty.","Les enfants du monde entier redoutent la menace de l’Ectoplasma qui viendra les chercher s’ils ne sont pas sages.","I genitori di tutto il mondo ammoniscono i bambini dicendo loro che, se non fanno i bravi, arriverà Gengar!","Unartige Kinder holt sich Gengar. So heißt es weltweit in mündlichen Überlieferungen.","No es raro oír a padres de todos los rincones del mundo advertir a sus hijos que, si no se portan bien, un Gengar vendrá a por ellos.","못된 아이가 있는 곳에 팬텀이 찾아온다고 하는 이야기는 전 세계에서 들을 수 있다.","わるいこの　ところには　ゲンガーが やってくる　という　いいつたえは せかいじゅうで　きくことが　できる。"
"It engages its enemies using psychic powers. Each of its three heads fires off psychokinetic energy, tripling its power.","Il frappe ses adversaires de ses pouvoirs psychiques. Comme il a trois têtes, la puissance de ses attaques s’en voit triplée.","Attacca l’avversario emettendo onde psicocinetiche da ogni testa. La potenza complessiva risulta triplicata.","Gegen Feinde setzt es Psycho-Kräfte ein. Seine drei Köpfe greifen unabhängig voneinander an, wodurch sich der Gesamtangriff verdreifacht.","Ataca al rival con poderes psíquicos. Como tiene tres cabezas, la potencia de sus ataques se ve triplicada.","사이코 파워로 적을 대적한다. 3개의 머리가 각각 염동력을 발산해서 그 위력은 3배가 된다.","サイコパワーで　てきを　むかえうつ。 ３つのあたま　それぞれが　ねんりきを はなつので　そのいりょくは　３ばいだ。"
"It throws bones at Mandibuzz to knock it down. It’s thought that Marowak is trying to avenge its parent.","Il lance son os pour abattre les Vaututrice. On pense qu’il agit ainsi pour venger sa mère.","Scaglia il suo osso per abbattere i Mandibuzz. Si dice che in questo modo voglia vendicare la morte di sua madre.","Es wirft seinen Knochen nach Grypheldis, um es vom Himmel zu holen. Man nimmt an, dass es sich für seine Mutter an ihm rächen will.","Lanza su hueso para abatir a los Mandibuzz. Según cuentan, es su forma de vengar a su madre.","뼈를 던져 버랜지나를 떨어뜨린다. 부모의 원한을 갚기 위한 것으로 추측된다.","ホネを　なげつけ　バルジーナを うちおとす。　おやの　かたきを うっていると　かんがえられている。"
